pilot_name,team_name,track_city,dnf_percent,avg_speed,wins_count,number_of_overtaking_last_year,driver_salary_mln,penalty_points,personal_position,collision
Piastri,McLaren,Silverstone,2,112.80081409846629,85,89,51,2,17,1
Tsunoda,Red Bull Racing,Sakhir,9,62.46930476571042,2,38,2,8,15,1
Colapinto,Alpine,Spielberg,14,79.14483464274397,95,63,22,1,2,1
Hulkenberg,Sauber,Spa,10,286.230356301352,50,73,43,6,3,0
Hulkenberg,Sauber,Baku,4,247.50314793096416,27,82,22,7,5,0
Hulkenberg,Sauber,Monaco,28,279.195450936834,32,52,23,2,20,1
Hadjar,Racing Bulls,Miami,19,127.87548178922786,24,33,29,9,3,1
Piastri,McLaren,Mexico City,12,165.23053406298078,47,49,22,6,2,0
Gasly,Alpine,Jeddah,27,318.22826789627777,0,82,56,9,10,1
Bortoleto,Sauber,Suzuka,18,327.92737321381827,26,67,6,11,11,1
Norris,McLaren,Jeddah,19,123.68151235133251,54,90,15,4,7,1
Hulkenberg,Sauber,Barcelona,0,224.88997831993726,45,67,9,0,2,0
Tsunoda,Red Bull Racing,Miami,8,190.93901989368342,1,74,18,3,7,0
Colapinto,Alpine,Imola,20,59.37627134526596,94,71,55,10,13,1
Tsunoda,Red Bull Racing,Spielberg,3,240.48731030021392,18,53,39,0,15,0
Bortoleto,Sauber,Silverstone,18,53.02123056477734,50,48,61,4,1,1
Bearman,Haas,Spa,24,241.48750190676728,95,60,10,10,3,0
Leclerc,Ferrari,Austin,0,298.03996395546665,24,8,41,6,2,0
Norris,McLaren,Melbourne,17,308.21102839874897,58,86,18,5,12,1
Tsunoda,Red Bull Racing,Miami,10,69.19667914597161,51,73,44,11,15,1
Tsunoda,Red Bull Racing,Sao Paulo,8,190.04495751482298,25,56,8,10,4,0
Leclerc,Ferrari,Abu Dhabi,21,101.64330478772958,64,34,33,5,15,1
Leclerc,Ferrari,Miami,21,346.4625661320173,3,65,50,6,3,1
Russel,Mercedes,Spielberg,10,217.56441510301133,26,57,22,9,11,1
Leclerc,Ferrari,Mexico City,6,205.61057435561568,57,59,53,5,14,0
Verstappen,Red Bull,Baku,21,316.8996771789826,61,64,58,3,7,0
Albon,Williams,Las Vegas,16,183.50409488681692,59,12,56,8,19,1
Leclerc,Ferrari,Monaco,3,237.67081417231898,22,47,33,8,17,1
Russel,Mercedes,Suzuka,3,205.39597302500724,93,70,30,4,10,0
Norris,McLaren,Abu Dhabi,3,340.5571321805419,2,25,7,3,14,0
Hamilton,Ferrari,Zandvoort,3,215.7353641732696,35,0,13,5,5,0
Stroll,Aston Martin,Spa,28,346.7033166379424,83,12,13,2,16,1
Verstappen,Red Bull,Baku,5,322.2611980550233,24,13,5,0,4,0
Leclerc,Ferrari,Melbourne,3,280.40602955164337,58,61,36,10,17,1
Gasly,Alpine,Las Vegas,12,170.90759484926767,38,39,8,9,4,0
Leclerc,Ferrari,Austin,5,337.2586717667067,65,1,57,8,8,0
Bortoleto,Sauber,Zandvoort,29,262.0641583235004,46,45,2,11,7,1
Gasly,Alpine,Spa,10,286.60282782618617,14,72,54,6,3,0
Antonelli,Mercedes,Silverstone,8,177.92315422315647,85,53,27,6,9,0
Verstappen,Red Bull,Spa,23,172.7642214888035,5,78,45,6,1,1
Antonelli,Mercedes,Monza,22,252.89608688875543,84,63,15,6,6,0
Leclerc,Ferrari,Sao Paulo,11,52.70854042023362,59,65,15,10,16,1
Norris,McLaren,Monza,19,278.9968464239978,97,26,10,11,16,1
Piastri,McLaren,Lusail,19,83.04006934145484,84,21,17,6,9,1
Verstappen,Red Bull,Lusail,10,107.18186235507096,66,75,4,8,1,1
Hamilton,Ferrari,Singapore,26,143.21843101430082,92,60,49,1,20,1
Verstappen,Red Bull,Abu Dhabi,27,281.3055676116249,11,32,39,10,11,1
Bortoleto,Sauber,Budapest,16,257.8213981537912,2,46,23,5,14,1
Tsunoda,Red Bull Racing,Budapest,27,56.935861354607006,16,42,53,0,4,1
Bearman,Haas,Barcelona,28,172.19211484792214,90,48,11,11,3,1
Stroll,Aston Martin,Montreal,14,131.84485630591607,92,79,1,5,9,1
Alonso,Aston Martin,Las Vegas,7,334.7929032572625,82,30,13,1,9,0
Sainz,Williams,Silverstone,13,348.6673279088096,94,38,43,7,3,0
Norris,McLaren,Miami,20,174.87627378768846,46,16,8,1,16,1
Hulkenberg,Sauber,Miami,0,220.61557779375576,36,64,63,1,19,0
Tsunoda,Red Bull Racing,Abu Dhabi,5,216.0128017215062,1,71,33,10,12,1
Hamilton,Ferrari,Abu Dhabi,18,229.55565544544112,74,44,49,4,18,1
Hadjar,Racing Bulls,Spielberg,13,160.01147028863116,23,2,18,5,7,0
Sainz,Williams,Abu Dhabi,7,123.75426275847191,42,53,32,6,7,1
Gasly,Alpine,Monza,21,313.56601117306565,54,56,65,0,12,1
Tsunoda,Red Bull Racing,Silverstone,21,114.50711869220594,53,56,19,1,19,1
Russel,Mercedes,Imola,15,156.13568166709427,8,49,40,9,1,0
Sainz,Williams,Spa,18,158.83379620696982,12,75,17,0,18,1
Norris,McLaren,Sakhir,5,278.7392526009403,61,57,50,11,12,1
Sainz,Williams,Budapest,29,331.80966937437006,45,41,52,2,3,0
Russel,Mercedes,Budapest,9,210.1662860143294,93,63,35,1,3,0
Verstappen,Red Bull,Shanghai,17,69.86149199334885,39,6,46,0,12,1
Alonso,Aston Martin,Barcelona,9,215.86193476677155,76,91,17,1,16,0
Gasly,Alpine,Spielberg,12,303.37177411650623,65,15,31,10,3,0
Russel,Mercedes,Shanghai,25,133.39238098720193,64,33,39,6,20,1
Norris,McLaren,Barcelona,24,271.6034603548253,44,56,54,10,7,0
Colapinto,Alpine,Austin,24,270.9557946460741,72,97,26,7,10,0
Hulkenberg,Sauber,Spielberg,29,221.39258325920326,42,52,6,6,11,1
Alonso,Aston Martin,Spielberg,11,169.62931533948728,98,85,23,11,17,1
Bearman,Haas,Singapore,0,100.00789061346362,63,20,21,9,14,1
Alonso,Aston Martin,Abu Dhabi,6,215.38301158892196,0,14,55,0,17,0
Tsunoda,Red Bull Racing,Imola,6,135.49038470724886,34,47,61,6,11,1
Hulkenberg,Sauber,Spielberg,17,189.55902248854764,21,79,38,10,7,0
Gasly,Alpine,Mexico City,25,97.5407412635514,70,26,34,2,16,1
Hamilton,Ferrari,Zandvoort,21,326.8707369254275,90,40,6,0,15,1
Piastri,McLaren,Spielberg,26,329.901980385854,69,29,61,1,10,0
Hadjar,Racing Bulls,Montreal,5,317.1739455891872,91,60,6,0,16,0
Albon,Williams,Baku,22,249.3252305400141,86,66,17,2,3,0
Stroll,Aston Martin,Shanghai,7,108.15344097746129,73,65,55,3,17,1
Stroll,Aston Martin,Austin,6,73.9344745062808,50,93,41,3,20,1
Piastri,McLaren,Singapore,16,91.8520131323226,37,78,57,1,16,1
Verstappen,Red Bull,Shanghai,3,138.4416018078979,10,9,48,1,2,1
Albon,Williams,Montreal,6,309.5547331206388,14,24,47,6,10,0
Bortoleto,Sauber,Abu Dhabi,13,252.99719800031679,87,14,40,9,1,0
Lawson,Racing Bulls,Suzuka,20,251.02803104627353,31,10,59,10,13,1
Tsunoda,Red Bull Racing,Imola,18,319.33766616069664,14,22,54,5,8,0
Hamilton,Ferrari,Sao Paulo,25,168.74484931103547,15,2,50,2,13,1
Norris,McLaren,Imola,28,113.26721429067278,73,25,33,2,14,1
Stroll,Aston Martin,Jeddah,20,165.42171118745335,73,14,19,7,11,1
Russel,Mercedes,Miami,6,99.2755461047719,44,98,31,11,5,1
Ocon,Haas,Spa,2,258.8272309411045,94,75,30,11,1,0
Lawson,Racing Bulls,Monaco,24,237.5706033910928,30,60,43,10,12,1
Albon,Williams,Monza,12,77.3349353125338,19,54,27,5,7,1
Alonso,Aston Martin,Shanghai,16,66.1174917333558,86,66,32,8,4,1
Norris,McLaren,Montreal,21,100.70187295507245,54,57,50,5,3,1
Albon,Williams,Spa,25,90.8338521375924,34,59,21,10,1,1
Leclerc,Ferrari,Montreal,5,122.43395349111327,28,47,50,7,16,1
Hamilton,Ferrari,Singapore,16,241.35256452840542,15,23,60,2,12,1
Tsunoda,Red Bull Racing,Miami,12,158.42488649895603,8,15,60,0,4,0
Bearman,Haas,Singapore,18,71.78305395440883,59,97,61,2,2,1
Leclerc,Ferrari,Barcelona,11,179.64606510315693,6,0,63,11,14,1
Antonelli,Mercedes,Suzuka,25,73.84581806497556,43,39,48,2,17,1
Leclerc,Ferrari,Melbourne,5,318.81655574345615,9,16,38,3,14,0
Russel,Mercedes,Miami,2,303.47732621553513,17,37,42,11,19,1
Hadjar,Racing Bulls,Miami,28,105.56361588840221,28,66,11,2,10,1
Tsunoda,Red Bull Racing,Baku,15,308.82346943903053,82,3,12,7,20,1
Alonso,Aston Martin,Imola,10,61.071732740696774,13,64,43,11,10,1
Norris,McLaren,Monza,20,275.11302931232603,8,96,37,5,17,1
Bortoleto,Sauber,Las Vegas,5,253.2930022566451,51,49,48,8,20,1
Verstappen,Red Bull,Mexico City,3,155.34620284608368,26,96,44,7,19,1
Norris,McLaren,Spa,18,172.88538387462924,87,60,36,11,13,1
Hadjar,Racing Bulls,Zandvoort,18,299.27014121381114,10,87,20,1,18,1
Gasly,Alpine,Lusail,25,282.76474421269677,76,59,19,0,13,1
Gasly,Alpine,Singapore,11,222.10515988374902,86,65,29,8,19,1
Hulkenberg,Sauber,Baku,28,338.39558097286164,31,24,55,7,16,1
Albon,Williams,Spielberg,25,107.82602848374043,53,23,34,8,2,1
Lawson,Racing Bulls,Budapest,21,62.67786048823898,62,6,56,3,20,1
Gasly,Alpine,Barcelona,13,137.79654522779256,84,86,58,7,10,1
Ocon,Haas,Shanghai,12,199.21869884734025,69,57,17,7,1,0
Lawson,Racing Bulls,Austin,3,64.73799088980753,68,73,55,0,18,1
Bortoleto,Sauber,Montreal,19,230.7021429121677,6,43,24,3,11,1
Colapinto,Alpine,Spa,5,87.85068419018546,26,81,6,7,18,1
Piastri,McLaren,Sakhir,15,279.52312464224246,73,92,10,4,1,0
Hadjar,Racing Bulls,Sakhir,18,270.6569263181817,99,86,21,7,4,0
Piastri,McLaren,Monaco,21,69.86781878503143,52,66,13,3,12,1
Tsunoda,Red Bull Racing,Budapest,26,181.71736224833273,84,93,27,7,14,1
Bearman,Haas,Silverstone,14,333.9489290038422,73,68,16,7,1,0
Tsunoda,Red Bull Racing,Monaco,17,99.44981427756119,17,90,9,7,1,1
Russel,Mercedes,Montreal,9,332.0301044093943,75,81,40,11,3,0
Hamilton,Ferrari,Las Vegas,9,250.38290089414068,94,39,32,7,9,0
Bearman,Haas,Lusail,17,246.55826945940805,22,34,53,8,9,0
Leclerc,Ferrari,Imola,6,107.99608466032247,35,81,9,11,18,1
Russel,Mercedes,Spa,29,244.9140793730591,2,87,49,3,6,1
Hulkenberg,Sauber,Las Vegas,4,123.887117958379,99,74,1,11,16,1
Verstappen,Red Bull,Jeddah,19,66.17086432942199,36,94,44,7,4,1
Hamilton,Ferrari,Melbourne,24,313.94991357966194,73,11,57,2,6,0
Alonso,Aston Martin,Monaco,22,64.48861117688122,16,70,64,10,15,1
Bortoleto,Sauber,Suzuka,24,291.1691246983952,84,2,22,8,5,0
Bortoleto,Sauber,Melbourne,29,295.07408194121996,59,96,1,1,12,1
Russel,Mercedes,Singapore,2,185.44221550786344,85,13,33,4,1,0
Sainz,Williams,Las Vegas,1,300.45306922822334,28,26,5,5,6,0
Bortoleto,Sauber,Montreal,20,113.96663275958232,55,84,59,3,11,1
Stroll,Aston Martin,Imola,14,198.7854549242245,3,29,64,7,4,0
Verstappen,Red Bull,Monza,19,209.2333414931443,84,58,21,2,16,1
Hamilton,Ferrari,Mexico City,25,182.53036381347297,49,70,20,4,16,1
Lawson,Racing Bulls,Sakhir,23,143.52725610651237,35,22,39,4,15,1
Verstappen,Red Bull,Silverstone,1,303.5468953804187,52,62,42,7,1,0
Albon,Williams,Budapest,20,267.8526207784016,53,56,56,6,10,0
Tsunoda,Red Bull Racing,Melbourne,4,268.01196810947175,96,31,43,3,10,0
Antonelli,Mercedes,Sao Paulo,15,193.47964258473712,97,77,7,1,5,0
Verstappen,Red Bull,Sakhir,6,288.09123239661494,16,78,10,7,15,1
Colapinto,Alpine,Mexico City,13,226.1734291254902,89,98,59,11,4,0
Bortoleto,Sauber,Austin,24,279.46944923115205,79,51,14,5,13,1
Stroll,Aston Martin,Sao Paulo,19,173.72441695228505,73,81,60,6,20,1
Stroll,Aston Martin,Austin,23,288.6117815653534,60,56,44,6,16,1
Bortoleto,Sauber,Austin,1,343.4792609185641,34,4,51,5,11,0
Ocon,Haas,Baku,20,136.72921577076363,9,58,24,11,14,1
Hulkenberg,Sauber,Lusail,17,280.22006308140703,12,14,40,7,10,0
Antonelli,Mercedes,Las Vegas,12,251.90924381478877,55,50,60,0,8,0
Alonso,Aston Martin,Jeddah,8,224.39214626129706,36,69,8,5,13,0
Leclerc,Ferrari,Baku,10,123.06877714250611,51,29,41,11,4,1
Verstappen,Red Bull,Austin,27,56.703780732262054,3,28,33,10,9,1
Hadjar,Racing Bulls,Austin,9,117.34538042609084,65,41,8,4,8,1
Hamilton,Ferrari,Las Vegas,9,340.3201958720162,60,29,22,1,3,0
Colapinto,Alpine,Zandvoort,6,68.29984920683543,66,53,24,1,13,1
Verstappen,Red Bull,Austin,15,124.27607367587015,62,3,53,2,11,1
Colapinto,Alpine,Abu Dhabi,1,156.5128730831681,75,20,39,0,11,0
Tsunoda,Red Bull Racing,Singapore,25,205.13120676769344,97,12,27,9,5,0
Albon,Williams,Spielberg,18,273.3640847250279,44,65,38,0,13,1
Verstappen,Red Bull,Imola,14,63.41743857084651,35,16,45,0,18,1
Leclerc,Ferrari,Barcelona,9,262.1122695517908,45,69,11,11,18,1
Hulkenberg,Sauber,Las Vegas,12,168.80629511409094,98,58,49,0,17,0
Norris,McLaren,Monaco,4,50.168318090228794,23,30,52,6,18,1
Tsunoda,Red Bull Racing,Shanghai,10,163.15827033283662,60,46,60,7,18,1
Norris,McLaren,Spa,9,292.7559499625593,11,38,34,7,3,0
Stroll,Aston Martin,Austin,17,228.9554107021304,15,38,32,5,4,0
Alonso,Aston Martin,Abu Dhabi,2,310.2338835053895,94,19,19,7,18,1
Bearman,Haas,Lusail,18,126.0952235618293,69,60,6,0,15,1
Gasly,Alpine,Sakhir,25,199.85190558067976,42,15,10,10,14,1
Albon,Williams,Austin,3,242.80040957683326,13,65,65,3,16,0
Alonso,Aston Martin,Zandvoort,1,305.1276659684596,33,99,6,3,13,0
Gasly,Alpine,Budapest,8,239.86887155235874,35,48,46,6,3,0
Verstappen,Red Bull,Miami,19,112.82340504092775,52,66,28,8,16,1
Norris,McLaren,Melbourne,1,152.87998498573307,8,5,42,0,7,0
Piastri,McLaren,Las Vegas,3,293.577239875087,97,66,17,4,6,0
Alonso,Aston Martin,Mexico City,8,280.9380489109081,27,83,2,4,8,0
Russel,Mercedes,Sakhir,5,98.49437114680124,61,7,47,2,6,1
Alonso,Aston Martin,Mexico City,27,343.2517307949959,54,71,22,11,20,1
Alonso,Aston Martin,Austin,14,60.525537538248656,95,99,13,0,12,1
Hulkenberg,Sauber,Budapest,12,170.52342822884333,88,10,17,1,15,0
Hulkenberg,Sauber,Zandvoort,19,245.6640163928347,70,87,2,11,10,0
Gasly,Alpine,Jeddah,21,123.83020946063863,51,33,46,1,11,1
Bortoleto,Sauber,Singapore,23,336.14593202318747,35,84,26,6,9,0
Gasly,Alpine,Shanghai,1,156.99046317984295,86,47,2,1,12,0
Hamilton,Ferrari,Lusail,2,346.8912597994729,4,15,35,0,3,0
Hulkenberg,Sauber,Sakhir,11,210.7066910144405,60,26,53,10,6,0
Bortoleto,Sauber,Jeddah,1,242.770790706347,91,49,16,2,8,0
Antonelli,Mercedes,Zandvoort,8,333.24845939295574,43,93,8,2,13,0
Alonso,Aston Martin,Melbourne,2,228.21249172218504,63,66,53,4,1,0
Hulkenberg,Sauber,Spa,16,259.2216199810394,72,7,54,8,6,0
Tsunoda,Red Bull Racing,Zandvoort,0,76.92482826433321,93,45,43,0,8,1
Sainz,Williams,Miami,5,234.6890251428569,58,83,12,8,19,1
Lawson,Racing Bulls,Silverstone,17,163.10465278159813,43,14,60,0,12,1
Norris,McLaren,Suzuka,6,311.82060815497334,66,48,37,1,13,0
Hadjar,Racing Bulls,Silverstone,12,297.66685053016636,82,71,62,9,9,0
Gasly,Alpine,Imola,28,103.44868012635443,14,82,47,0,6,1
Stroll,Aston Martin,Austin,27,138.73591097354162,65,52,16,3,8,1
Tsunoda,Red Bull Racing,Budapest,25,125.85953115744276,99,47,23,10,17,1
Tsunoda,Red Bull Racing,Monaco,1,294.8542548323807,23,68,35,8,1,0
Albon,Williams,Suzuka,9,156.17372782102512,10,78,51,11,16,1
Lawson,Racing Bulls,Barcelona,0,340.78328263591385,44,42,16,5,7,0
Norris,McLaren,Las Vegas,4,294.07900328821154,91,63,65,8,9,0
Gasly,Alpine,Jeddah,7,66.67689386218633,8,72,46,4,10,1
Ocon,Haas,Suzuka,17,233.82609444843598,88,68,10,4,19,1
Leclerc,Ferrari,Barcelona,29,344.96233022975963,41,10,13,2,4,0
Norris,McLaren,Silverstone,17,102.82588967359777,18,73,43,7,9,1
Bearman,Haas,Silverstone,4,206.63179030665364,10,93,21,6,11,1
Sainz,Williams,Melbourne,29,194.14255784320463,82,48,33,5,3,0
Lawson,Racing Bulls,Mexico City,5,274.2931007106468,98,21,29,3,10,0
Lawson,Racing Bulls,Montreal,1,185.85571093931267,89,47,1,6,17,1
Hulkenberg,Sauber,Spielberg,14,200.02504890198279,90,38,6,1,15,0
Tsunoda,Red Bull Racing,Singapore,27,339.7374840094077,14,56,57,7,18,1
Verstappen,Red Bull,Miami,25,303.6432239777844,97,42,61,9,4,0
Hulkenberg,Sauber,Sao Paulo,22,175.4056723028062,76,1,20,5,18,1
Hulkenberg,Sauber,Austin,3,322.0047455748817,6,93,38,1,16,1
Colapinto,Alpine,Monaco,3,93.66370526974215,84,6,51,6,13,1
Sainz,Williams,Suzuka,13,274.1905423379087,42,24,43,6,8,0
Albon,Williams,Suzuka,9,317.07585186336576,10,14,8,8,1,0
Norris,McLaren,Silverstone,29,262.58935264770076,51,6,47,5,17,1
Antonelli,Mercedes,Melbourne,0,111.97288096085568,63,47,46,7,8,1
Colapinto,Alpine,Silverstone,22,254.6560946150604,72,33,44,3,14,1
Leclerc,Ferrari,Monaco,2,264.39980086137507,69,86,18,8,20,1
Bearman,Haas,Miami,21,276.1634643553184,54,21,37,7,6,0
Leclerc,Ferrari,Suzuka,16,279.9754540770009,50,89,64,8,7,0
Hadjar,Racing Bulls,Shanghai,26,65.63734435797805,69,64,48,6,1,1
Hadjar,Racing Bulls,Sakhir,4,266.06184825486486,83,48,57,11,5,0
Hamilton,Ferrari,Mexico City,12,288.6060712435742,60,84,18,4,8,0
Sainz,Williams,Melbourne,5,273.1661138073629,29,86,12,5,9,0
Leclerc,Ferrari,Sakhir,17,189.41772992086223,32,28,20,5,12,1
Stroll,Aston Martin,Budapest,2,269.30318194060266,3,69,63,6,8,1
Albon,Williams,Jeddah,18,84.95832409416617,48,2,53,2,6,1
Ocon,Haas,Abu Dhabi,1,237.7486064154984,18,26,37,9,6,0
Albon,Williams,Mexico City,20,62.847045581619746,90,1,43,0,3,1
Russel,Mercedes,Baku,27,311.63496234805876,23,23,29,8,19,1
Sainz,Williams,Shanghai,24,101.48677870313824,15,9,17,11,16,1
Hamilton,Ferrari,Shanghai,17,96.5575322746904,2,49,40,10,16,1
Antonelli,Mercedes,Lusail,7,304.60582897967134,47,42,48,9,11,1
Gasly,Alpine,Spa,28,289.58985882468374,69,72,48,3,18,1
Bearman,Haas,Budapest,15,110.6429461743844,36,56,41,11,17,1
Stroll,Aston Martin,Spielberg,8,218.32491098817573,51,95,55,2,10,0
Lawson,Racing Bulls,Austin,1,266.171346039411,5,65,5,4,10,0
Antonelli,Mercedes,Austin,24,206.06201818662706,92,94,29,0,5,0
Stroll,Aston Martin,Singapore,15,85.95820770185247,61,14,45,4,1,1
Bearman,Haas,Melbourne,4,123.55858995763306,55,87,51,11,13,1
Bearman,Haas,Spielberg,29,72.96705708602765,39,92,61,2,6,1
Verstappen,Red Bull,Imola,15,143.83691971628923,76,65,33,3,19,1
Russel,Mercedes,Montreal,1,233.56557325499554,35,84,60,2,16,0
Gasly,Alpine,Shanghai,26,295.10230101501577,97,59,3,6,14,1
Colapinto,Alpine,Miami,6,203.5592380296576,99,8,14,11,11,1
Stroll,Aston Martin,Lusail,23,179.37911736978853,71,5,20,1,17,1
Sainz,Williams,Las Vegas,16,136.06903796069162,82,27,41,5,17,1
Bortoleto,Sauber,Melbourne,7,166.56193483597704,28,65,35,2,4,0
Bearman,Haas,Budapest,26,303.7476726184341,35,58,31,7,12,1
Antonelli,Mercedes,Monaco,27,293.1524099087298,62,59,26,5,19,1
Lawson,Racing Bulls,Spa,9,282.6253171042902,17,85,19,5,10,0
Stroll,Aston Martin,Barcelona,21,89.24937192043605,75,69,12,0,3,1
Hadjar,Racing Bulls,Sao Paulo,10,253.04493337186278,51,27,35,3,19,0
Leclerc,Ferrari,Monza,3,123.84584997080766,91,30,65,5,10,1
Bearman,Haas,Abu Dhabi,12,211.29013317540958,18,90,64,10,12,1
Verstappen,Red Bull,Abu Dhabi,15,316.6516030002143,55,4,57,4,11,0
Ocon,Haas,Silverstone,28,186.27329907322616,58,17,44,3,14,1
Tsunoda,Red Bull Racing,Las Vegas,4,256.2889779645096,27,91,55,7,16,1
Ocon,Haas,Shanghai,8,153.1799829420752,91,38,13,4,20,0
Albon,Williams,Budapest,0,218.51911494185268,24,94,13,5,10,0
Colapinto,Alpine,Miami,29,214.6863214606925,98,5,23,10,4,1
Colapinto,Alpine,Melbourne,14,243.20483058463637,83,12,29,4,17,0
Antonelli,Mercedes,Miami,7,86.47651033699651,12,15,1,11,20,1
Lawson,Racing Bulls,Mexico City,21,113.53926316997897,2,32,2,9,20,1
Bearman,Haas,Montreal,7,298.93032041757664,64,9,24,3,7,0
Hamilton,Ferrari,Monaco,3,224.22049960087935,49,70,47,7,4,0
Hadjar,Racing Bulls,Suzuka,15,230.84369008497373,88,14,8,9,13,1
Hulkenberg,Sauber,Melbourne,21,244.49394374619968,54,34,8,6,11,1
Sainz,Williams,Spa,1,180.51443162985308,99,68,12,11,19,1
Bearman,Haas,Spa,21,92.0094638818729,23,50,21,8,16,1
Sainz,Williams,Suzuka,11,333.2109113353891,76,68,43,4,6,0
Norris,McLaren,Sakhir,14,226.97808530886755,44,18,41,3,19,0
Hadjar,Racing Bulls,Zandvoort,6,134.21946530267388,36,65,12,0,4,1
Hamilton,Ferrari,Silverstone,28,63.800325541569215,3,43,31,4,2,1
Piastri,McLaren,Monza,26,104.15962426795359,47,43,54,8,14,1
Stroll,Aston Martin,Singapore,6,104.86669728519267,64,51,60,1,20,1
Tsunoda,Red Bull Racing,Jeddah,19,69.25324292474468,39,85,65,6,12,1
Russel,Mercedes,Spielberg,24,249.28753511779243,96,9,2,5,20,1
Norris,McLaren,Baku,19,308.365032479857,23,22,65,3,7,0
Verstappen,Red Bull,Spielberg,5,105.09465922328825,27,74,15,2,10,1
Albon,Williams,Mexico City,8,253.0046580640568,13,6,44,0,10,0
Stroll,Aston Martin,Sao Paulo,10,260.77314649560975,21,47,36,2,9,0
Gasly,Alpine,Sakhir,4,312.2526364900748,98,68,39,8,10,0
Antonelli,Mercedes,Shanghai,29,196.2210495442196,17,5,35,0,3,0
Stroll,Aston Martin,Mexico City,8,301.03609877148597,80,44,37,11,20,1
Antonelli,Mercedes,Austin,2,146.83424039560924,91,13,27,4,18,1
Colapinto,Alpine,Barcelona,17,314.0451581424092,65,10,48,7,3,0
Bearman,Haas,Monza,18,214.86793195837168,97,64,11,7,17,1
Antonelli,Mercedes,Montreal,5,213.34629724732036,79,94,16,3,3,0
Norris,McLaren,Las Vegas,11,131.09455637248396,56,75,16,10,9,1
Bearman,Haas,Spielberg,27,341.4902255425516,52,41,12,8,17,1
Lawson,Racing Bulls,Spa,27,306.57399278454017,8,14,52,11,5,1
Leclerc,Ferrari,Imola,4,151.24264542614762,50,64,26,7,19,1
