pilot_name,team_name,track_city,dnf_percent,avg_speed,wins_count,number_of_overtaking_last_year,driver_salary_mln,penalty_points,personal_position,rain_forecast,collision
9,9,9,16,311.2466736390619,10,9,46,3,3,1,1
5,5,23,21,258.61264334323596,14,24,17,3,20,1,1
0,0,2,25,315.7627278637573,87,14,31,1,7,0,0
13,13,6,5,95.83062731767131,31,10,39,1,10,1,1
19,19,20,16,271.10109939895057,14,22,54,6,11,0,1
14,15,6,12,257.0615295321337,15,2,26,9,17,0,1
1,1,4,18,210.21161351638295,73,25,6,10,14,1,1
2,3,5,11,315.26277426995625,73,14,23,5,17,0,0
4,5,12,25,251.2528891828583,44,98,21,2,11,1,1
9,9,7,5,270.313772168314,94,75,55,2,7,0,0
6,7,15,2,229.8297224705721,30,60,61,7,16,0,1
17,17,1,28,309.8165838413088,19,54,38,11,15,0,1
14,15,9,15,120.08989428858416,86,66,34,11,10,0,1
13,13,12,10,307.776334131697,54,57,6,10,16,1,1
8,9,9,20,226.15690945203184,34,59,61,5,3,0,0
4,5,17,5,73.37695378016288,28,47,6,8,17,1,1
13,13,5,3,239.10692961403737,15,23,17,5,20,1,1
3,3,17,18,264.84650290341375,8,15,55,10,16,0,1
2,3,8,18,305.336753722688,59,97,41,7,2,1,1
1,1,2,25,321.098495297113,6,0,57,2,10,0,0
16,17,0,11,55.968663104087334,43,39,48,0,1,1,1
3,3,5,28,241.3442981938844,9,16,47,2,13,0,1
7,7,5,25,66.91118790764249,17,37,40,11,8,0,1
3,3,16,21,136.22954683949956,28,66,59,2,13,0,1
6,7,6,13,208.98323294089516,82,3,54,3,14,0,0
15,15,15,12,187.45217061993145,13,64,50,11,11,1,1
1,1,21,3,94.1417389275672,8,96,33,2,5,0,1
8,9,19,19,231.4463539985612,51,49,19,7,1,0,0
4,5,12,5,176.7415711830179,26,96,31,11,12,1,1
19,19,14,15,62.67525714723384,87,60,30,5,7,0,1
0,0,22,18,271.50979824887116,10,87,43,8,4,1,1
4,5,17,21,343.3744724156995,76,59,27,7,3,0,0
15,15,16,26,109.39559915985132,86,65,32,11,1,1,1
10,11,10,14,117.63489463442984,31,24,50,1,16,0,1
10,11,13,17,107.97596654612484,53,23,21,0,12,1,1
18,19,8,9,74.5477536453534,62,6,50,8,4,0,1
13,13,1,9,160.66216923032746,84,86,60,7,2,1,1
14,15,18,17,252.2858070123629,69,57,60,8,14,0,1
10,11,9,6,172.98237881672793,68,73,61,3,17,0,0
17,17,12,29,110.67203919200097,6,43,63,7,14,0,1
14,15,3,4,74.16396554979394,26,81,48,7,19,0,1
19,19,3,19,334.00604768710934,73,92,38,0,10,0,0
11,11,7,24,71.18411593937672,99,86,42,3,20,1,1
5,5,13,22,163.479537703939,52,66,11,7,10,0,0
15,15,11,24,187.49780731866508,84,93,12,4,17,0,1
5,5,7,29,231.1857812504932,73,68,43,7,20,1,1
1,1,9,2,149.42848997477728,17,90,37,3,19,1,1
16,17,21,1,78.06057743184371,75,81,48,7,13,0,1
1,1,22,20,161.9568991122003,94,39,44,7,18,1,1
6,7,6,14,276.7293130763259,22,34,36,7,13,0,1
2,3,12,19,86.67354426082655,35,81,20,11,19,0,1
16,17,21,25,293.4175227420481,2,87,19,7,16,1,1
3,3,4,23,112.35092589764191,99,74,29,8,2,0,1
6,7,0,1,280.63240936246916,36,94,55,11,20,0,1
18,19,7,20,176.72356552793605,73,11,34,3,10,0,0
0,0,2,4,284.4062277282625,16,70,56,11,1,1,1
2,3,0,15,202.51466841028736,84,2,58,7,18,1,1
8,9,17,6,116.40245421119542,59,96,17,2,11,1,1
19,19,21,13,185.2522151881689,85,13,55,10,18,1,1
19,19,9,24,262.94259593380184,28,26,24,8,1,1,1
6,7,6,19,267.88976132771234,55,84,6,1,4,0,0
12,13,15,23,247.64264249591056,3,29,10,4,12,0,1
19,19,19,1,149.12419232688046,84,58,21,5,14,1,1
9,9,3,20,168.92900727279346,49,70,13,3,1,1,1
0,0,11,17,172.35622839652078,35,22,27,7,1,0,0
2,3,13,12,291.4316877751269,52,62,16,2,3,0,0
14,15,0,8,138.0607321601977,53,56,9,4,9,0,1
0,0,20,10,96.45353822407188,96,31,40,4,9,0,1
13,13,3,27,66.00413691188453,97,77,32,7,18,0,1
1,1,19,9,338.6636575601035,16,78,53,6,6,1,1
7,7,18,9,50.84163037069786,89,98,9,3,16,1,1
0,0,20,6,120.09126666150922,79,51,49,1,4,0,1
11,11,18,15,156.45857464141108,73,81,1,7,6,1,1
19,19,18,1,324.03640852249504,60,56,44,11,15,1,1
9,9,16,25,330.7672936102307,34,4,57,5,5,0,0
9,9,22,18,119.836375381367,9,58,64,6,12,0,1
19,19,21,14,190.75179882685143,12,14,22,6,1,0,0
17,17,4,9,172.43885222052506,55,50,1,5,6,1,1
18,19,16,12,66.80151036966929,36,69,33,11,11,0,1
7,7,18,4,269.3758246245484,51,29,5,7,4,1,1
8,9,18,10,67.0579562524733,3,28,59,0,16,0,1
3,3,21,9,72.05775896852654,65,41,64,5,16,1,1
0,0,14,17,70.69021801312934,60,29,21,11,15,1,1
15,15,18,2,289.41349549481737,66,53,20,10,1,0,0
2,3,23,18,249.7226582319436,62,3,39,4,10,1,1
11,11,17,25,186.4617522320125,75,20,42,1,10,0,0
0,0,10,3,191.97546719082615,97,12,56,1,5,1,0
11,11,6,1,118.9936501992749,44,65,43,2,15,1,1
1,1,8,8,341.1923269142914,35,16,7,0,4,0,0
13,13,21,19,271.2165774682493,45,69,10,9,13,1,1
0,0,7,1,91.46038844147158,98,58,59,0,20,1,1
3,3,1,3,345.7340225091521,23,30,14,0,16,1,1
18,19,12,8,265.60886715895845,60,46,60,11,11,1,1
4,5,18,5,141.97366632685112,11,38,44,0,14,1,1
1,1,23,27,256.80313558808894,15,38,51,6,10,0,1
4,5,22,14,217.0190041839491,94,19,24,7,8,0,0
9,9,3,12,202.23498920402508,69,60,40,7,13,1,1
8,9,18,19,205.80550288188292,42,15,60,5,4,0,0
16,17,14,21,268.8943897734983,13,65,8,7,9,0,0
10,11,13,23,102.08558656513836,33,99,41,0,8,1,1
13,13,5,1,332.4569941930461,35,48,33,10,3,0,0
8,9,0,2,333.28405375984363,52,66,8,3,13,1,1
10,11,21,11,303.5359040387934,8,5,22,3,11,1,1
0,0,19,1,277.9751811558843,97,66,24,6,11,0,1
4,5,3,8,64.25804140690029,27,83,53,8,5,1,1
5,5,19,2,318.59275634152766,61,7,39,0,13,0,0
8,9,18,16,170.5585890420695,54,71,27,4,18,1,1
6,7,13,0,50.16494332854669,95,99,38,4,18,1,1
8,9,14,5,252.31078937775132,88,10,45,2,17,0,0
8,9,4,17,121.65181050567529,70,87,11,11,18,1,1
18,19,17,6,98.48313810494504,51,33,49,0,18,1,1
18,19,1,12,212.45640128072657,35,84,52,1,3,1,1
10,11,22,28,187.74682626302453,86,47,60,11,4,0,1
19,19,3,27,242.71005299758332,4,15,34,1,18,0,1
10,11,4,25,268.12079884001537,60,26,32,6,15,1,1
2,3,14,1,253.50936049819296,91,49,19,1,14,0,0
18,19,0,9,80.87200638001906,43,93,6,0,16,1,1
19,19,12,0,226.2295737107759,63,66,10,10,13,1,1
7,7,14,4,107.68142389374523,72,7,65,2,3,1,1
8,9,5,7,239.81707172751416,93,45,6,2,16,0,0
18,19,11,17,91.4592083065006,58,83,46,4,7,0,1
1,1,2,29,178.54518168373443,43,14,28,8,6,1,1
12,13,11,17,83.57495850692965,66,48,42,0,8,0,1
14,15,6,4,166.1124191675464,82,71,17,8,6,1,1
4,5,18,29,189.37198602054664,14,82,2,0,20,1,1
15,15,13,5,284.3624481597798,65,52,47,1,12,1,1
10,11,7,1,57.6464183305503,99,47,22,9,15,1,1
9,9,2,14,81.60102943949556,23,68,13,0,10,0,1
1,1,8,27,221.5710266392375,10,78,17,3,11,0,1
1,1,21,25,322.59467100344943,44,42,2,10,9,1,1
13,13,4,22,335.6661811239366,91,63,46,8,12,0,1
14,15,2,3,103.3429873042307,8,72,26,11,3,1,1
4,5,8,3,192.3562220690458,88,68,2,5,6,0,0
10,11,11,13,303.36940946615084,41,10,35,8,8,0,0
17,17,11,9,229.22277806857593,18,73,53,4,13,1,1
3,3,0,29,90.17048708514584,10,93,16,4,1,1,1
4,5,19,0,132.3345163980486,82,48,8,2,6,0,1
16,17,9,22,126.42898846185967,98,21,53,7,8,0,1
12,13,10,2,91.20913157690056,89,47,54,6,19,0,1
14,15,17,21,72.5749862329707,90,38,43,5,12,1,1
14,15,5,16,120.138797519109,14,56,12,3,13,1,1
18,19,20,26,129.07452623135356,97,42,60,6,9,1,1
1,1,18,4,261.15804753255776,76,1,37,1,6,1,0
0,0,7,12,212.8790250112081,6,93,62,7,8,1,1
18,19,2,5,269.09717950861346,84,6,47,9,17,1,1
18,19,2,17,124.7351594729254,42,24,16,5,1,1,1
11,11,11,2,271.4283860533184,10,14,23,1,16,1,1
12,13,0,18,185.77421116887777,51,6,35,6,7,0,0
13,13,11,1,223.84828043488335,63,47,51,6,9,1,1
4,5,7,20,54.27979665865074,72,33,16,8,10,0,1
7,7,5,27,193.98249532999344,69,86,65,5,19,1,1
11,11,2,24,259.02405942101694,54,21,46,7,4,1,1
3,3,1,17,341.5689554559573,50,89,10,3,9,1,1
16,17,3,7,277.5314766477239,69,64,13,8,11,0,1
3,3,19,28,271.8235062382601,83,48,43,7,3,1,1
15,15,0,15,233.45820259940407,60,84,21,8,10,1,1
15,15,3,8,108.09929482657498,29,86,33,6,17,1,1
2,3,13,1,256.7130296657792,32,28,29,11,15,0,1
12,13,4,24,70.17903591426627,3,69,1,4,18,0,1
3,3,23,15,194.89334095571692,48,2,6,5,4,1,1
9,9,19,4,64.79518094662386,18,26,57,5,18,0,1
13,13,16,29,106.27867761003748,90,1,61,6,16,0,1
17,17,1,15,67.36641991280422,23,23,20,2,13,1,1
13,13,1,1,281.68192108777055,15,9,38,9,8,0,0
6,7,22,26,190.76552027903017,2,49,51,0,1,1,1
12,13,12,6,159.3651820866233,47,42,43,8,17,0,1
2,3,13,23,230.18051016819547,69,72,8,11,8,1,1
7,7,10,16,290.58644558787194,36,56,47,10,14,1,1
10,11,18,7,105.26620318117337,51,95,46,9,20,1,1
16,17,18,26,92.3798205701668,5,65,44,3,6,0,1
9,9,17,27,191.9833959314029,92,94,18,11,7,1,1
14,15,0,9,181.68143492983168,61,14,37,2,1,0,0
7,7,10,21,230.24872793708792,55,87,64,4,5,1,1
9,9,6,10,119.31866722677732,39,92,48,0,8,0,1
16,17,9,3,111.8136759058962,76,65,57,4,9,0,1
16,17,1,12,202.89575024920092,35,84,18,11,12,0,1
0,0,5,15,273.2383164387816,97,59,12,2,8,0,0
6,7,22,28,184.60664516500088,99,8,20,3,6,1,1
10,11,21,4,238.25441831981425,71,5,63,2,6,0,0
11,11,0,8,319.4774423661453,82,27,53,6,3,0,0
9,9,13,0,261.72199511145635,28,65,37,11,19,1,1
12,13,7,29,309.57400311945025,35,58,43,1,16,0,1
19,19,12,14,153.19562222514915,62,59,29,5,16,0,0
16,17,8,7,251.20805009893968,17,85,17,2,11,0,0
7,7,20,21,153.28980207922268,75,69,40,7,18,1,1
14,15,15,7,304.75217005852545,51,27,48,5,17,0,0
9,9,23,3,168.63518592842925,91,30,48,5,10,1,0
15,15,23,15,74.11154475854349,18,90,41,0,10,1,1
3,3,11,21,58.1037628349528,55,4,55,3,5,1,1
16,17,21,1,290.6947431978478,58,17,5,5,1,0,0
0,0,1,21,68.9971277338792,27,91,29,10,13,1,1
17,17,13,11,170.93293289718716,91,38,45,4,6,0,0
1,1,5,14,116.83874788556672,24,94,51,3,19,0,1
17,17,0,6,131.30307007657214,98,5,61,7,16,1,1
13,13,5,28,119.80750824182658,83,12,33,4,14,1,1
11,11,19,26,91.7518409295314,12,15,60,5,11,0,1
11,11,9,6,134.01835401407655,2,32,3,10,17,1,1
7,7,7,19,276.2297869962598,64,9,14,4,17,1,1
14,15,2,24,314.96889705767984,49,70,20,11,4,1,1
16,17,0,19,54.13403468692607,88,14,41,9,12,0,1
2,3,12,5,265.67439908255125,54,34,35,3,19,0,0
15,15,12,8,87.01737477816171,99,68,31,7,10,0,1
18,19,2,10,274.5879270363221,23,50,26,9,3,0,0
12,13,3,4,189.08280189220497,76,68,19,6,19,0,1
16,17,14,29,55.3106722331802,44,18,12,11,10,0,1
12,13,11,8,73.62090473362505,36,65,35,8,12,0,1
4,5,15,2,272.2467559298373,3,43,65,4,11,0,0
15,15,17,17,338.67292334354653,47,43,64,3,14,0,1
2,3,4,18,183.83854928001747,64,51,57,0,16,0,1
5,5,10,5,335.5640952923828,39,85,44,4,20,1,1
9,9,16,11,282.0663211098784,96,9,55,8,10,0,0
1,1,10,27,349.1317949682834,23,22,13,1,4,1,1
6,7,19,27,349.6948073541858,27,74,13,6,17,1,1
4,5,20,4,192.80018928303764,13,6,23,5,20,1,1
0,0,3,13,91.46865642763912,21,47,29,3,20,0,1
13,13,1,8,86.75914834604039,98,68,1,2,7,0,1
9,9,19,12,77.45493859681254,17,5,2,0,4,0,1
10,11,18,17,156.3413008637275,80,44,24,2,13,1,1
7,7,8,16,189.37473170842551,91,13,47,8,11,1,1
9,9,15,9,134.5702159554471,65,10,8,0,19,0,1
7,7,9,8,346.7230445385792,97,64,8,11,16,0,1
11,11,21,10,314.2453728391087,79,94,12,4,6,0,0
16,17,10,15,65.94638142153221,56,75,21,7,19,1,1
7,7,12,10,336.29972125441077,52,41,43,7,4,1,1
4,5,6,10,89.84979207932666,8,14,41,3,2,0,1
16,17,7,18,268.57839416613206,50,64,12,10,14,1,1
14,15,1,20,302.4823294524345,19,16,31,8,20,1,1
3,3,21,0,71.99131026333221,1,20,54,11,12,0,1
13,13,8,1,332.2303157923,55,20,60,7,20,1,1
14,15,19,3,304.0926162533064,76,71,65,2,7,0,0
7,7,22,4,135.88399665806187,62,45,2,1,10,1,1
2,3,14,26,228.77458565513152,73,38,65,9,10,0,1
15,15,14,18,196.051908748244,86,40,15,8,9,1,1
0,0,14,9,181.70773793921657,91,47,44,9,10,0,0
3,3,6,26,105.6005921292014,47,52,36,4,3,1,1
18,19,18,10,173.09243974711177,81,6,39,7,20,0,1
19,19,4,23,288.50449743900566,14,6,35,9,18,1,1
11,11,3,13,65.27486864378997,67,11,37,0,3,1,1
10,11,10,1,97.51124131192488,56,68,27,1,17,1,1
16,17,13,24,143.74799565296289,11,79,48,2,3,0,1
5,5,10,3,159.48272266604172,99,5,11,2,9,0,0
5,5,1,23,156.52885255645208,19,36,16,2,17,1,1
4,5,22,23,125.42937324376884,12,61,16,5,5,0,1
2,3,14,28,295.8071252357036,52,35,12,9,19,0,1
3,3,22,29,216.5480390387152,47,17,52,5,1,1,1
16,17,21,13,227.21471581067203,81,86,26,0,2,1,1
9,9,3,25,259.4116747891843,91,92,13,0,13,1,1
6,7,21,3,211.84232051029295,7,79,4,3,16,0,1
11,11,12,2,282.61145249815826,72,84,46,0,1,0,0
16,17,21,4,257.65427806756867,59,1,54,3,20,0,0
5,5,18,26,256.0802980450511,85,22,46,2,20,1,1
8,9,4,28,125.61648370770592,26,19,33,8,17,0,1
13,13,14,19,239.98914800305903,80,67,20,0,2,0,0
13,13,11,18,154.78559645634766,95,85,53,9,16,1,1
10,11,1,8,319.25414848003703,25,81,13,3,17,1,1
9,9,19,0,323.6970466007508,78,37,51,5,18,0,0
16,17,17,10,52.54127206747564,25,17,23,6,18,1,1
8,9,5,12,307.2933027609361,81,38,30,0,16,0,0
19,19,6,16,112.68859725139716,0,92,64,4,13,1,1
13,13,6,8,160.46829885746476,18,61,17,7,8,0,0
1,1,10,15,216.1690857129349,37,22,40,1,15,1,1
10,11,5,17,99.99882917589062,99,78,47,8,10,1,1
6,7,5,27,97.7221199864528,70,64,35,7,17,0,1
8,9,5,4,131.76606261891644,10,73,2,9,6,1,1
15,15,21,0,230.0485099473555,87,67,62,1,15,1,1
7,7,2,0,150.13092526131183,49,57,14,9,17,1,1
8,9,3,28,341.11022208254695,78,15,41,1,6,0,0
17,17,14,22,188.9916638073075,89,82,48,10,17,0,1
5,5,22,16,292.99697990503495,74,9,21,11,8,1,1
5,5,15,12,265.4734541605221,54,72,65,9,19,1,1
17,17,6,29,79.55679594549963,40,31,58,8,10,1,1
0,0,12,10,228.8903847227446,34,51,5,0,11,0,0
18,19,5,23,237.93112670963788,76,35,53,1,10,1,1
8,9,8,27,71.62092978935952,10,83,54,2,7,0,1
5,5,20,18,90.34678949963092,8,90,54,6,18,1,1
12,13,5,0,237.23854262407,0,41,9,11,8,0,0
17,17,20,3,182.10836375180065,57,81,31,2,8,1,0
11,11,18,13,265.7374896101078,83,76,61,10,1,1,1
6,7,19,11,207.9858078069391,80,65,63,6,19,1,1
5,5,21,9,202.12327343509048,26,32,51,9,15,1,1
4,5,10,1,284.6323641537568,20,30,11,8,4,0,0
15,15,11,10,185.5074011003284,84,51,30,5,13,1,1
4,5,15,5,69.81129720216377,70,47,45,10,20,1,1
0,0,10,29,69.06754553237666,60,28,50,11,9,0,1
4,5,5,10,103.94751522862832,75,38,46,9,13,0,1
19,19,2,15,171.47473815997665,50,55,39,5,8,0,0
5,5,0,18,347.4038228214892,28,88,27,2,15,1,1
15,15,14,18,130.5748484352483,26,89,38,10,18,0,1
11,11,2,7,78.43188099509642,56,20,15,6,1,0,1
13,13,13,18,101.45399432127016,10,1,55,3,3,0,1
13,13,6,21,168.3712036852208,92,53,26,7,2,1,1
10,11,3,3,195.32130786900237,87,41,30,0,17,1,1
12,13,12,12,135.570435360779,88,23,22,2,7,1,1
16,17,2,5,178.87047103836196,20,9,11,9,12,1,1
3,3,3,10,152.8872428999858,58,19,31,6,10,1,1
19,19,23,7,76.9254621155802,8,56,21,1,20,1,1
14,15,6,21,78.82023713512902,40,51,22,0,1,0,1
19,19,5,25,101.14649859534602,39,4,28,0,19,0,1
6,7,21,3,140.93374485702793,48,53,35,3,15,0,1
16,17,20,17,199.7232805687517,19,14,45,4,5,1,1
14,15,16,20,172.01549310740958,11,35,21,11,8,0,0
5,5,19,6,133.92926935314966,6,97,27,10,19,0,1
7,7,23,11,171.95194991181313,32,10,24,3,20,1,1
16,17,6,14,267.9540224535985,19,25,46,8,1,1,1
12,13,3,23,299.53873760691107,73,94,37,3,5,1,1
0,0,0,29,146.3387056012229,66,2,30,2,19,0,1
11,11,18,15,193.51332173775188,57,79,12,4,3,0,0
15,15,10,5,55.19815329435386,93,78,2,4,3,0,1
19,19,22,11,164.07796835347492,18,42,13,3,20,0,0
0,0,4,9,59.29007789487576,7,20,26,8,3,0,1
9,9,14,11,169.62912508475546,63,16,51,7,17,1,1
8,9,11,8,211.8819416710334,99,46,41,11,6,1,1
4,5,22,1,227.5679351383762,99,1,47,6,6,0,0
6,7,11,2,130.91189593168502,64,24,29,7,1,0,1
12,13,3,28,274.2646546853085,60,60,32,2,5,1,1
6,7,18,22,181.91404250193543,21,40,52,3,10,1,1
6,7,14,7,288.75029154447833,84,96,46,6,18,1,1
6,7,8,16,314.64855726592447,68,83,37,4,10,0,0
4,5,19,14,276.9910186138911,93,93,56,2,10,0,0
13,13,13,9,283.42349415595123,27,73,56,10,4,0,0
4,5,20,27,193.23308798121025,97,67,17,6,12,1,1
8,9,21,23,165.08210822297323,31,29,52,3,6,1,1
8,9,5,8,348.63839984790826,95,84,15,11,13,1,1
0,0,5,28,125.20395931533636,32,13,1,4,2,0,1
5,5,3,4,344.03689116088117,20,29,13,0,20,1,1
8,9,1,5,237.93817332130695,33,59,1,11,19,1,1
9,9,20,21,85.21899396422653,79,62,57,11,15,0,1
15,15,20,9,151.20000126795517,4,6,45,7,5,0,0
5,5,6,16,146.54648881212756,53,42,65,4,6,0,1
19,19,16,4,337.15157424682627,68,95,41,7,8,1,1
6,7,8,17,178.2066286716751,1,32,1,4,2,0,0
18,19,20,10,216.6771083253772,58,18,40,1,2,1,1
19,19,20,8,178.00823782963064,64,81,17,6,1,0,0
5,5,21,27,227.66426474250915,81,27,36,4,8,1,1
2,3,17,12,239.2745674124507,37,6,62,9,8,1,1
19,19,6,22,262.19067492745575,71,13,45,8,13,0,1
0,0,10,16,235.4412547675121,71,31,8,8,2,0,0
10,11,3,5,157.7646156062189,9,97,25,6,3,0,1
5,5,12,29,189.8342971697521,27,11,38,6,6,0,1
17,17,10,20,242.53220981810304,83,46,14,0,19,0,1
12,13,8,0,316.53821311306837,26,80,23,6,20,1,1
0,0,15,3,241.7180842281918,92,33,23,11,1,1,1
15,15,9,18,78.24058885949312,98,38,64,8,15,0,1
9,9,16,5,272.83794539968693,49,43,14,3,17,0,0
9,9,11,6,314.56966257214157,58,43,16,3,3,1,1
5,5,16,18,273.69657183327513,56,64,6,2,9,0,0
16,17,2,3,243.0252906475994,96,3,43,1,8,1,0
17,17,19,6,288.6913733780759,11,90,28,5,18,1,1
7,7,19,6,348.1480785433256,6,32,27,0,11,1,1
2,3,17,21,193.77512555141692,48,9,31,9,12,1,1
13,13,19,6,156.95868595765324,26,52,33,8,12,0,1
4,5,17,6,326.924694471722,74,10,55,0,18,1,1
18,19,18,16,305.18079438978435,98,48,1,10,17,0,1
18,19,20,9,337.1241065361822,29,25,45,1,1,0,0
9,9,9,25,179.96101605066409,14,43,27,1,9,1,1
16,17,21,12,246.1224498159406,72,20,20,8,17,1,1
3,3,2,27,307.7001620579344,96,30,57,2,3,1,1
7,7,7,19,301.2102686503043,27,64,26,1,1,0,0
14,15,18,22,238.30300820255303,43,84,37,4,19,0,1
9,9,7,20,139.81342517917756,89,78,59,3,12,0,1
3,3,8,28,65.18773488034385,37,85,19,2,6,1,1
17,17,13,10,314.8868165062763,34,40,62,10,1,0,0
11,11,13,29,148.89446711502134,8,16,14,4,20,1,1
14,15,10,26,287.99068508041546,15,43,57,8,15,0,1
19,19,23,8,287.9826484979251,40,79,52,5,14,1,1
17,17,4,25,106.73937703953573,82,86,40,5,12,0,1
6,7,7,19,273.8151507817061,97,71,57,4,12,0,1
19,19,4,1,315.8248180172316,20,77,57,10,13,1,1
1,1,8,4,86.29207742236234,92,31,55,11,4,1,1
17,17,17,12,325.21429461256,23,58,29,9,12,1,1
16,17,22,29,294.703627555429,39,37,32,8,18,0,1
11,11,5,18,68.51982534796616,34,78,43,0,19,1,1
15,15,15,14,102.80170794387476,53,23,51,2,4,1,1
1,1,8,26,281.9578744193088,32,52,26,6,2,1,1
16,17,18,7,330.17170722243475,9,87,19,5,1,0,0
13,13,12,29,168.2018645504597,25,77,45,3,7,1,1
4,5,15,13,252.29825444308045,76,23,61,11,18,1,1
18,19,5,27,311.03547574495644,2,9,15,3,14,0,1
9,9,8,2,228.6492626091224,44,72,54,0,1,1,0
7,7,18,25,343.8359106685755,35,4,37,5,2,1,1
5,5,5,27,107.10130657516058,16,19,49,2,18,0,1
15,15,14,17,310.53808807831325,82,93,57,1,7,0,0
