pilot_name,team_name,track_city,dnf_percent,avg_speed,wins_count,number_of_overtaking_last_year,driver_salary_mln,penalty_points,personal_position,rain_forecast,collision
14,15,19,20,167.55761202738847,4,70,31,10,3,1,1
4,5,19,2,141.77643730022993,98,51,44,9,13,1,1
14,15,2,21,124.09702123003903,59,83,51,4,11,1,1
11,11,21,3,275.7100901314087,25,63,32,1,17,0,0
9,9,15,25,226.49604754609365,21,21,20,2,13,0,1
13,13,4,28,59.07870408663102,7,51,56,1,15,1,1
9,9,22,4,87.87939439882248,24,70,42,7,15,0,1
3,3,9,22,239.6149153089905,28,48,7,4,19,1,1
3,3,13,27,60.15604255928075,71,88,53,6,15,1,1
13,13,8,28,76.78499131388985,7,37,2,1,2,0,1
18,19,1,12,297.80011090516246,79,65,12,10,14,0,1
19,19,17,8,117.41914589934252,51,46,39,0,11,1,1
6,7,1,27,251.64179672819057,0,27,12,7,9,1,1
19,19,4,24,136.86638443665993,12,33,4,3,7,0,1
0,0,8,16,157.1946127135914,90,86,23,9,11,0,1
10,11,23,26,142.4242026412675,70,67,30,1,19,1,1
4,5,10,22,241.11249826344883,53,2,63,9,4,1,1
5,5,12,4,115.21243310466718,35,74,1,9,16,0,1
0,0,12,8,55.396125739852074,98,84,46,10,12,0,1
13,13,20,8,133.20043587643454,2,58,35,10,18,0,1
3,3,23,29,113.21260138646964,47,63,51,3,2,0,1
1,1,19,22,314.01992325276404,36,88,2,6,19,1,1
2,3,15,2,259.0931451954396,92,80,37,1,7,1,0
15,15,23,7,112.04248560023086,35,41,48,5,10,1,1
3,3,7,13,142.27627638899543,24,71,36,7,18,0,1
15,15,21,10,148.22997898323365,41,3,34,1,3,0,1
4,5,20,26,163.3923489994963,80,31,40,3,15,0,1
6,7,14,3,190.5755946406917,39,1,25,11,15,1,1
9,9,23,7,319.36417024777506,49,69,48,4,9,1,1
1,1,8,9,137.6825853759393,8,23,54,8,3,0,1
11,11,0,12,243.36709041591135,38,69,53,4,7,1,1
9,9,12,28,156.3169275413522,5,30,23,7,11,0,1
15,15,14,18,210.17178363509447,74,81,38,1,1,0,0
14,15,3,9,67.55160911324674,53,53,60,1,17,0,1
2,3,15,10,88.78107639889707,39,60,48,7,19,1,1
18,19,11,23,82.78697622373488,10,39,51,4,8,0,1
13,13,4,25,196.73248677970665,7,68,27,11,3,1,1
17,17,1,18,66.07510386230932,12,2,42,3,16,0,1
9,9,18,28,217.31776224556612,29,81,51,1,8,0,0
4,5,5,12,139.09741767283188,55,81,45,7,20,1,1
10,11,14,2,298.74855998196324,64,75,24,2,12,0,0
5,5,5,25,167.6302167245815,99,42,2,1,9,1,1
15,15,0,21,293.5056858050842,30,95,3,7,3,0,0
19,19,2,13,293.07326986193743,34,10,49,9,18,1,1
19,19,8,6,75.94191327995871,13,1,13,10,5,0,1
16,17,11,10,80.10650428047383,98,33,19,3,13,1,1
0,0,7,23,213.65490752679477,79,93,59,6,20,1,1
11,11,16,28,343.54585451243685,57,92,10,7,3,0,1
7,7,0,22,230.1409280692367,4,85,15,4,6,1,1
4,5,16,21,100.34234269384346,12,85,8,10,12,0,1
12,13,15,2,285.42137559570494,98,92,39,6,16,1,1
6,7,7,1,223.30234600476865,39,81,63,4,4,0,0
11,11,2,26,79.37580179150342,24,92,65,3,8,1,1
10,11,10,26,342.2186051785941,71,99,14,9,6,0,1
10,11,1,3,288.41435316745066,65,2,53,3,8,1,0
1,1,5,5,229.0317057065276,32,94,21,0,2,1,0
15,15,14,18,210.17178363509447,74,81,38,1,1,0,0
15,15,0,21,293.5056858050842,30,95,3,7,3,0,0
15,15,0,21,293.5056858050842,30,95,3,7,3,0,0
10,11,1,3,288.41435316745066,65,2,53,3,8,1,0
1,1,5,5,229.0317057065276,32,94,21,0,2,1,0
1,1,5,5,229.0317057065276,32,94,21,0,2,1,0
10,11,14,2,298.74855998196324,64,75,24,2,12,0,0
1,1,5,5,229.0317057065276,32,94,21,0,2,1,0
10,11,1,3,288.41435316745066,65,2,53,3,8,1,0
9,9,18,28,217.31776224556612,29,81,51,1,8,0,0
13,13,23,23,235.6284042485348,29,76,1,9,9,0,0
10,11,1,3,288.41435316745066,65,2,53,3,8,1,0
15,15,14,18,210.17178363509447,74,81,38,1,1,0,0
10,11,14,2,298.74855998196324,64,75,24,2,12,0,0
10,11,14,2,298.74855998196324,64,75,24,2,12,0,0
13,13,23,23,235.6284042485348,29,76,1,9,9,0,0
1,1,5,5,229.0317057065276,32,94,21,0,2,1,0
13,13,8,27,343.06332000423356,46,50,26,2,2,0,0
11,11,9,2,167.75069203301615,93,41,23,11,5,0,0
15,15,0,21,293.5056858050842,30,95,3,7,3,0,0
15,15,0,21,293.5056858050842,30,95,3,7,3,0,0
13,13,23,23,235.6284042485348,29,76,1,9,9,0,0
1,1,5,5,229.0317057065276,32,94,21,0,2,1,0
10,11,0,3,198.7874362529498,91,99,37,11,6,0,0
13,13,23,23,235.6284042485348,29,76,1,9,9,0,0
15,15,0,21,293.5056858050842,30,95,3,7,3,0,0
1,1,5,5,229.0317057065276,32,94,21,0,2,1,0
6,7,7,1,223.30234600476865,39,81,63,4,4,0,0
6,7,7,1,223.30234600476865,39,81,63,4,4,0,0
10,11,1,3,288.41435316745066,65,2,53,3,8,1,0
10,11,1,3,288.41435316745066,65,2,53,3,8,1,0
15,15,0,21,293.5056858050842,30,95,3,7,3,0,0
15,15,0,21,293.5056858050842,30,95,3,7,3,0,0
1,1,5,5,229.0317057065276,32,94,21,0,2,1,0
15,15,0,21,293.5056858050842,30,95,3,7,3,0,0
13,13,8,27,343.06332000423356,46,50,26,2,2,0,0
6,7,7,1,223.30234600476865,39,81,63,4,4,0,0
6,7,7,1,223.30234600476865,39,81,63,4,4,0,0
9,9,18,28,217.31776224556612,29,81,51,1,8,0,0
15,15,0,21,293.5056858050842,30,95,3,7,3,0,0
1,1,5,5,229.0317057065276,32,94,21,0,2,1,0
11,11,21,3,275.7100901314087,25,63,32,1,17,0,0
10,11,1,3,288.41435316745066,65,2,53,3,8,1,0
6,7,7,1,223.30234600476865,39,81,63,4,4,0,0
11,11,21,3,275.7100901314087,25,63,32,1,17,0,0
9,9,18,28,217.31776224556612,29,81,51,1,8,0,0
1,1,5,5,229.0317057065276,32,94,21,0,2,1,0
11,11,9,2,167.75069203301615,93,41,23,11,5,0,0
10,11,0,3,198.7874362529498,91,99,37,11,6,0,0
11,11,21,3,275.7100901314087,25,63,32,1,17,0,0
9,9,18,28,217.31776224556612,29,81,51,1,8,0,0
6,7,7,1,223.30234600476865,39,81,63,4,4,0,0
1,1,5,5,229.0317057065276,32,94,21,0,2,1,0
13,13,8,27,343.06332000423356,46,50,26,2,2,0,0
15,15,0,21,293.5056858050842,30,95,3,7,3,0,0
13,13,8,27,343.06332000423356,46,50,26,2,2,0,0
13,13,23,23,235.6284042485348,29,76,1,9,9,0,0
10,11,14,2,298.74855998196324,64,75,24,2,12,0,0
11,11,9,2,167.75069203301615,93,41,23,11,5,0,0
15,15,0,21,293.5056858050842,30,95,3,7,3,0,0
11,11,9,2,167.75069203301615,93,41,23,11,5,0,0
11,11,21,3,275.7100901314087,25,63,32,1,17,0,0
1,1,5,5,229.0317057065276,32,94,21,0,2,1,0
10,11,1,3,288.41435316745066,65,2,53,3,8,1,0
10,11,0,3,198.7874362529498,91,99,37,11,6,0,0
9,9,18,28,217.31776224556612,29,81,51,1,8,0,0
10,11,1,3,288.41435316745066,65,2,53,3,8,1,0
15,15,14,18,210.17178363509447,74,81,38,1,1,0,0
13,13,23,23,235.6284042485348,29,76,1,9,9,0,0
13,13,23,23,235.6284042485348,29,76,1,9,9,0,0
15,15,0,21,293.5056858050842,30,95,3,7,3,0,0
11,11,21,3,275.7100901314087,25,63,32,1,17,0,0
