pilot_name,team_name,track_city,dnf_percent,avg_speed,wins_count,number_of_overtaking_last_year,driver_salary_mln,collision
6,7,20,17,150.81429855489483,7,8,32,0
12,13,23,27,241.1450666338864,25,5,10,0
11,11,21,20,291.216218669418,24,75,31,0
6,7,12,21,299.9756759796936,43,90,17,0
11,11,19,12,263.4289706226873,75,47,40,0
2,3,17,14,120.6579105927009,44,45,63,1
7,7,13,23,120.6147936042097,93,87,12,1
13,13,6,15,134.643969398583,88,31,65,1
17,17,10,8,188.78099410875768,21,15,29,0
0,0,4,5,218.94788541981217,36,94,64,0
3,3,22,2,128.24204286152676,47,10,38,1
6,7,4,13,339.3199566488136,91,6,63,0
16,17,23,19,296.6052745441144,45,79,27,0
14,15,10,16,315.741754091782,26,2,63,0
9,9,9,19,232.5780821130565,32,89,65,0
3,3,2,20,187.65040384198315,45,79,59,0
4,5,3,26,238.731448126294,55,10,20,0
16,17,6,3,202.62394430747125,48,40,51,0
12,13,3,27,195.77586543300623,48,59,39,0
1,1,21,22,164.06691588307837,0,52,21,0
12,13,14,4,273.02982073186473,38,4,18,0
19,19,14,6,241.73871840770957,31,86,55,0
9,9,4,16,99.19838887828324,7,79,55,1
15,15,7,12,75.51741786856792,76,19,29,1
3,3,7,7,348.4956886782164,66,6,5,0
17,17,19,26,70.63019558184747,23,6,20,1
4,5,0,21,178.7991823051964,16,26,51,0
7,7,23,23,86.75872727434827,13,41,44,1
0,0,14,29,227.62473270947925,94,78,39,0
9,9,5,7,196.6739238899035,94,98,32,0
13,13,19,14,207.35431458582931,52,89,53,0
9,9,0,23,316.4091465663394,11,52,18,0
7,7,10,19,104.50454739595648,50,13,61,1
4,5,17,5,145.7696459655211,89,37,55,1
18,19,22,7,349.2173894161016,69,50,48,0
15,15,9,26,127.58497713544786,11,40,54,1
8,9,2,29,199.69918714563727,71,9,1,0
0,0,2,5,298.95311169903226,98,62,30,0
4,5,1,17,234.41991321271527,17,98,55,0
16,17,21,28,202.94617114856484,77,5,6,0
2,3,10,18,211.198234107003,21,35,51,0
12,13,8,12,179.78374928369593,95,67,4,0
19,19,15,18,70.43266640763014,4,11,36,1
12,13,15,2,288.1067772631953,14,31,36,0
9,9,0,1,207.53357409757783,20,7,21,0
8,9,6,29,79.63696410839603,76,89,28,1
17,17,15,6,342.22008780700247,78,16,49,0
10,11,8,29,79.0272315032389,96,86,31,1
14,15,2,20,198.4359397745351,90,34,5,0
2,3,13,5,55.52235403577897,76,33,17,1
12,13,9,25,302.4919941496081,48,74,51,0
14,15,23,13,331.4178601464291,65,40,26,0
4,5,15,25,113.17496151104298,46,73,11,1
9,9,18,14,332.2982493530982,77,7,50,0
16,17,12,15,277.8481194947667,4,94,3,0
19,19,18,0,155.92394868050184,13,86,33,0
6,7,14,12,216.4852486853842,36,5,51,0
19,19,13,1,251.03104120777925,55,36,60,0
7,7,12,9,349.4453545040306,22,10,51,0
16,17,1,8,68.09506542734329,71,68,7,1
13,13,21,13,168.49877954563004,67,59,32,0
12,13,8,6,321.38855266056237,41,45,5,0
12,13,2,2,165.5808332875626,10,57,27,0
15,15,5,26,249.7906288480015,71,71,15,0
4,5,19,1,91.21991474458464,65,20,24,1
5,5,15,20,191.3244796489548,44,11,19,0
12,13,14,10,107.00357201239513,21,86,26,1
15,15,7,2,290.62559464920867,58,56,57,0
18,19,17,6,314.45752067878067,52,6,43,0
1,1,5,9,284.4612088265785,59,45,32,0
10,11,9,7,149.31520995552478,47,6,24,1
10,11,10,6,62.04547153602993,80,50,35,1
15,15,9,0,327.3821056348385,47,87,21,0
4,5,15,26,176.7462314589051,71,64,50,0
11,11,3,13,99.54202896397594,26,19,40,1
10,11,1,0,100.37720032720324,10,88,6,1
13,13,19,10,174.94149133438057,86,84,25,0
19,19,12,27,310.96339851180846,75,45,33,0
3,3,8,19,245.95472023856075,24,44,62,0
7,7,13,2,123.13809900036355,61,48,2,1
3,3,13,0,191.66196510407215,49,11,21,0
1,1,22,26,119.25586979244214,53,85,25,1
15,15,15,15,104.77405643964828,99,27,32,1
3,3,10,9,274.15735219961647,32,95,30,0
12,13,2,12,109.02741269700614,74,9,40,1
13,13,16,3,127.669210059524,95,81,36,1
17,17,14,2,194.27894420739645,26,17,24,0
12,13,20,29,261.7610394753359,94,22,1,0
7,7,10,20,127.97296058346132,50,18,63,1
1,1,1,27,283.30699663044265,10,90,48,0
7,7,8,3,292.9455212503858,75,51,20,0
2,3,11,3,242.56669568447248,6,48,25,0
8,9,10,2,323.1163644753721,69,66,38,0
3,3,23,7,339.7359540273382,3,88,17,0
15,15,6,27,247.04069543288847,97,75,46,0
14,15,12,10,155.5954558179362,7,7,43,0
15,15,14,11,95.29441068503198,34,11,27,1
6,7,10,19,195.34060811421756,94,29,8,0
5,5,11,16,317.2627036130438,79,74,10,0
14,15,9,2,342.97924628780686,9,13,64,0
7,7,3,12,289.0339857159614,2,21,17,0
14,15,12,1,304.1402708085159,68,16,63,0
16,17,7,21,241.45285567855257,40,77,24,0
17,17,12,2,180.38272730616328,18,71,15,0
17,17,6,24,276.95743573906236,12,36,37,0
18,19,11,4,344.0409487939312,31,12,46,0
3,3,5,13,301.0616442595512,64,88,36,0
5,5,18,26,287.3527051264273,22,24,61,0
3,3,20,18,178.42814254472205,17,90,4,0
3,3,22,4,112.11143889161778,87,99,49,1
19,19,7,18,175.33273641490763,62,13,37,0
13,13,9,22,313.72417534569024,30,0,42,0
2,3,1,16,105.63283471322627,18,12,38,1
11,11,11,19,192.26644359954096,12,43,32,0
11,11,16,29,271.67630876687343,35,91,48,0
18,19,14,13,339.4505193284629,47,72,20,0
15,15,14,22,331.5628460431538,52,89,31,0
15,15,14,28,268.3787110996665,83,73,59,0
0,0,9,7,235.19979060693743,12,83,36,0
18,19,21,9,318.03581157649114,2,80,45,0
19,19,0,28,271.9635810734411,78,55,5,0
2,3,22,1,239.5413663003168,69,24,38,0
17,17,13,20,183.3949530109728,47,12,15,0
17,17,8,20,246.46237802419415,26,13,27,0
12,13,8,3,125.98617221643438,44,93,64,1
7,7,6,1,185.07971547020796,39,60,16,0
18,19,21,24,136.58307926232362,51,86,20,1
2,3,3,17,227.39323359885137,81,59,8,0
15,15,16,2,251.65986858085492,41,9,17,0
15,15,10,12,333.10942184675326,95,28,12,0
17,17,6,23,63.89439500912803,78,79,3,1
8,9,10,1,343.15054289562386,9,73,57,0
19,19,5,2,223.1571508151292,78,74,12,0
18,19,17,17,286.2108066290145,13,70,60,0
16,17,11,29,291.65801266401746,82,1,10,0
6,7,9,20,109.7615422454099,44,39,13,1
2,3,0,13,228.67654046040187,12,66,57,0
11,11,1,17,250.56983344352864,83,8,54,0
8,9,1,2,326.1926070697784,7,5,41,0
9,9,1,20,96.35789906533648,78,32,35,1
5,5,6,10,52.77883721978818,16,76,41,1
15,15,5,29,346.75841036699586,67,32,47,0
7,7,11,20,102.32847504622484,59,52,20,1
19,19,23,7,72.87813074471515,19,64,42,1
16,17,4,25,115.74138783721268,54,36,30,1
8,9,11,9,200.11938931208712,25,96,46,0
12,13,6,29,80.34935003832598,30,26,13,1
9,9,2,3,183.71120765072345,77,57,5,0
17,17,2,25,206.7267230595821,99,53,5,0
19,19,19,25,73.59561083687805,48,37,8,1
13,13,22,27,52.118466501415185,75,78,5,1
12,13,8,24,136.3954014139752,52,43,65,1
0,0,19,25,309.81335757709604,35,6,25,0
7,7,0,5,255.6478156331727,26,89,13,0
5,5,4,23,138.7843944730658,65,29,52,1
16,17,8,12,138.63415435124432,14,25,43,1
8,9,5,8,88.24056333491613,84,83,65,1
6,7,9,17,317.2478173034326,78,96,62,0
12,13,21,19,342.44919645356316,10,97,15,0
19,19,0,11,151.9763569373318,28,14,59,0
18,19,15,25,234.26913997935353,59,17,38,0
14,15,12,0,196.89697139325145,55,87,17,0
8,9,21,10,332.5435655607044,35,48,58,0
10,11,9,6,148.8881087784712,85,80,55,1
1,1,21,3,253.06377613407048,59,12,30,0
9,9,18,7,246.17999675357652,44,91,35,0
18,19,7,5,106.70027529921438,90,13,3,1
14,15,5,18,249.3756936289807,5,86,53,0
3,3,13,2,337.8443626222053,28,69,50,0
9,9,15,14,241.88688873025225,89,92,30,0
15,15,14,7,194.8113170662527,59,50,49,0
12,13,2,21,264.51463042160265,25,26,51,0
2,3,23,27,111.47932933929556,5,62,55,1
19,19,19,0,94.10986500819472,80,90,58,1
4,5,4,27,297.3254803295642,68,3,62,0
8,9,21,22,122.50946741354277,34,94,6,1
7,7,2,15,182.3906400738972,16,58,24,0
3,3,15,12,93.05102954637869,3,12,35,1
16,17,9,28,148.04926449560654,14,91,45,1
0,0,0,2,82.11362026906366,95,57,12,1
4,5,18,16,201.59900000451628,57,72,25,0
18,19,10,3,349.60967819175994,66,58,35,0
15,15,17,20,50.21623271330691,3,65,29,1
10,11,22,15,135.0891090972735,3,63,24,1
11,11,1,1,80.16490734078924,87,87,56,1
9,9,1,7,186.1419097838671,13,1,11,0
5,5,14,26,263.3262959833393,37,14,40,0
16,17,20,6,236.2007704726495,97,26,65,0
3,3,7,29,115.90282234739136,57,75,26,1
6,7,22,2,123.88432423804652,24,17,31,1
15,15,7,20,256.3481100355098,68,20,14,0
5,5,8,27,304.7300531948101,45,14,13,0
2,3,20,3,284.41633495246725,22,39,59,0
18,19,8,0,228.32972585399585,32,14,28,0
3,3,18,13,311.0267703648354,13,90,49,0
16,17,16,8,346.79057770121244,41,29,41,0
11,11,7,4,317.46438321779607,73,66,7,0
5,5,21,24,208.18369882499616,98,69,53,0
15,15,9,7,145.39744849779603,99,83,50,1
17,17,1,3,253.82117493137423,52,32,8,0
0,0,16,15,116.36117532314616,89,45,44,1
3,3,14,13,242.90191725312496,98,37,20,0
4,5,8,10,96.8340248169719,43,9,37,1
10,11,21,17,328.2939665089167,51,79,46,0
8,9,9,26,262.1165909118352,1,15,27,0
3,3,21,22,307.25802482615336,17,61,28,0
15,15,2,19,219.40311412615023,20,25,62,0
10,11,19,27,63.876009366615925,92,29,52,1
9,9,9,11,187.16011777299835,8,18,10,0
16,17,16,8,139.27432339895566,39,69,21,1
1,1,2,3,215.3531795248936,32,1,45,0
19,19,10,19,175.61780715178372,81,29,18,0
1,1,16,8,70.9448605052598,56,40,39,1
6,7,18,6,248.7754605295307,93,8,61,0
18,19,23,12,302.8749280458661,77,68,58,0
13,13,23,28,249.72917583332645,43,52,18,0
5,5,20,23,125.78897609576988,92,15,57,1
10,11,3,13,206.6525068890324,87,46,37,0
16,17,2,19,231.2633544618629,17,72,1,0
4,5,2,12,307.51273413523904,16,64,54,0
0,0,1,18,171.32985545749193,31,20,14,0
5,5,11,21,215.24428974851403,8,82,34,1
16,17,9,24,162.79110000528308,97,95,17,0
13,13,3,23,323.0491531067754,71,7,47,0
19,19,13,14,63.63975906939403,34,10,65,1
1,1,19,7,253.1148556341568,83,12,41,0
5,5,22,26,187.5506332276618,75,68,48,0
0,0,2,18,294.1289952674023,98,42,31,0
4,5,1,29,138.64745863968977,9,59,20,1
13,13,1,3,103.25581177787171,17,39,21,1
14,15,14,19,124.53533714897222,55,78,58,1
4,5,12,21,164.48481107099417,97,11,35,0
5,5,9,13,292.0257262834878,79,14,58,0
2,3,20,11,171.79862963793798,23,37,45,0
1,1,11,23,149.05080679504513,79,78,43,1
8,9,9,26,261.18762723995127,43,75,62,0
6,7,12,3,258.84169916763517,80,94,12,0
9,9,3,25,135.96095484522775,20,72,30,1
0,0,20,22,137.27502098824715,65,97,10,1
5,5,4,16,74.26824936888646,6,43,63,1
11,11,2,26,125.2803728536865,27,17,41,1
3,3,19,19,154.4585241537835,22,53,57,0
8,9,8,18,222.25067076410343,31,24,14,0
5,5,10,12,191.8851196061597,92,62,65,0
11,11,17,7,301.72664639632455,69,65,44,0
18,19,21,11,66.48227974304166,68,29,3,1
3,3,11,23,194.07499403140943,17,99,51,0
13,13,2,27,75.38136743279706,30,98,47,1
17,17,20,26,341.3962368572149,39,85,54,0
7,7,1,3,180.14461525199872,68,42,22,0
5,5,11,12,83.18837051689823,49,30,31,1
11,11,12,20,251.7176844686371,5,2,19,0
12,13,4,0,203.52549555562248,53,10,13,0
17,17,14,14,296.8610477168116,20,31,57,0
14,15,20,21,226.7729353567944,80,21,33,0
17,17,14,11,190.40345946674705,16,1,55,0
2,3,9,23,232.3978395963362,61,32,27,0
12,13,15,22,322.76661914179834,30,89,10,0
4,5,10,28,243.33523703272223,95,81,2,0
17,17,20,28,227.8807556147436,9,55,13,0
12,13,21,15,68.02216938772517,64,49,63,1
5,5,3,25,276.40925208591966,82,33,16,0
4,5,20,26,259.06679560544586,45,42,14,0
7,7,2,15,66.88953115340645,42,78,4,1
2,3,9,24,279.31825600805956,48,15,28,0
8,9,8,24,159.10902240418898,27,62,40,0
13,13,6,16,252.3570622873028,6,92,53,0
5,5,0,3,284.7435691191356,38,41,43,0
3,3,7,20,126.90028413341932,59,15,43,1
3,3,21,12,85.42377355575024,58,27,26,1
6,7,5,17,264.25983760452726,78,44,51,0
13,13,10,22,100.3367761483476,10,96,51,1
13,13,23,20,65.63353367715156,31,59,50,1
0,0,3,24,60.76316721177603,85,70,17,1
3,3,1,5,193.75885271263957,47,92,3,0
19,19,22,23,295.5923307584971,44,35,40,0
17,17,0,5,117.13153273716624,93,20,16,1
19,19,9,6,218.87236861772377,57,64,44,0
8,9,5,9,301.4407715748817,55,26,30,0
5,5,12,17,304.1373473657243,88,45,14,0
18,19,3,24,126.6934240105675,83,73,55,1
8,9,14,10,94.5098390002057,45,63,3,1
17,17,1,20,182.02786941305632,34,52,59,0
4,5,0,1,244.8569176512517,97,65,5,0
3,3,5,12,107.74809239504928,81,45,62,1
11,11,4,2,56.7804720548782,14,75,1,1
6,7,0,11,336.98951891276084,86,91,17,0
1,1,1,24,214.0455575035412,69,41,49,0
5,5,6,20,339.72930817296515,19,60,2,0
10,11,10,16,115.37368228305796,18,53,62,1
13,13,23,24,227.6581945708282,8,29,54,0
0,0,14,10,334.00941077230345,46,55,2,0
13,13,23,17,163.40283966763724,1,30,6,0
11,11,14,7,184.21364298349047,69,62,9,0
17,17,5,22,268.6890485325848,88,63,49,0
19,19,22,11,112.85917901900396,0,13,14,1
18,19,16,0,254.3161798113248,6,20,6,0
8,9,1,11,118.2185585323638,68,80,50,1
3,3,15,24,113.84526742861762,76,49,20,1
0,0,20,3,142.28273769934808,4,61,43,1
2,3,9,29,80.79447030020917,8,55,64,1
10,11,6,14,160.10216479743684,96,98,64,0
14,15,14,0,133.0583475430368,3,58,31,1
11,11,21,0,275.0319248264318,63,43,3,0
6,7,0,0,140.83171852533985,5,76,63,1
15,15,4,27,130.7206766448458,15,86,15,1
16,17,2,11,168.47492791799638,28,36,58,0
17,17,13,10,50.00176184588032,73,13,61,1
11,11,14,17,100.90767900762448,60,5,14,1
14,15,9,12,104.94156544070567,52,17,16,1
3,3,9,11,68.85678427772783,41,60,46,1
18,19,18,3,171.1025500263813,17,17,25,0
0,0,20,21,328.3149406028355,69,7,23,0
0,0,13,18,302.8700042965205,18,60,6,0
8,9,23,14,297.75229032911653,46,18,28,0
17,17,7,0,194.9775821297519,77,51,40,0
6,7,16,11,213.0303150119966,82,51,32,0
10,11,13,23,314.9271543081886,63,69,14,0
1,1,1,20,191.31471256423035,61,40,55,0
10,11,20,2,92.2179050035542,7,6,45,1
14,15,3,22,74.79691633949835,49,75,64,1
14,15,22,5,261.4036822089683,45,61,27,0
16,17,23,21,310.11041962190404,83,76,49,0
6,7,17,27,137.7256793087362,15,34,55,1
15,15,2,17,186.48346734617863,30,81,15,0
0,0,15,1,339.8631699919079,45,48,33,0
10,11,10,9,288.83058178500636,73,29,52,0
9,9,9,15,173.5927407379857,9,64,22,0
6,7,11,21,51.33729360929004,30,83,5,1
13,13,13,6,71.03102806600278,73,11,24,1
12,13,14,23,191.0638150789758,70,1,2,0
11,11,8,2,292.89125356027694,13,95,61,0
5,5,9,29,138.01111052059892,39,47,18,1
17,17,10,3,83.13939415392834,50,6,56,1
16,17,21,28,127.47967938887776,98,80,51,1
14,15,11,23,149.3959787731227,60,3,29,1
3,3,10,29,115.98831721591267,30,83,16,1
4,5,3,21,160.92258350257865,79,1,57,0
0,0,7,24,299.38454684942775,66,80,18,0
3,3,7,7,118.2070701571321,85,78,32,1
18,19,19,25,56.383456683249,63,25,36,1
9,9,8,17,159.92952954781987,25,47,5,0
17,17,21,6,226.22879093501197,7,86,63,0
1,1,10,0,283.90114239301033,64,20,12,0
14,15,14,1,161.69207688622015,38,43,5,0
1,1,6,10,197.09700258711104,15,55,43,0
17,17,16,29,141.08660926982495,59,68,17,1
6,7,19,8,145.75681500173363,68,49,49,1
17,17,5,4,146.1643363509148,33,93,61,1
7,7,6,14,217.6037957314024,33,24,58,0
13,13,16,13,254.2492538434705,3,84,29,0
7,7,19,7,214.73196750306352,4,92,7,0
4,5,10,4,212.49773997571847,23,47,43,0
18,19,0,16,138.43137756844973,33,63,63,1
15,15,21,0,128.5696583760461,96,93,13,1
18,19,20,29,237.73859770090505,94,66,65,0
14,15,12,22,269.7493034561899,54,69,48,0
15,15,16,6,189.1623548718048,37,91,20,0
17,17,17,1,62.30119311727056,82,27,27,1
0,0,20,3,83.39980996937531,40,55,14,1
9,9,8,25,304.98155213695577,37,73,42,0
5,5,9,27,312.3695084109412,28,82,45,0
11,11,5,26,59.0783638222611,46,62,59,1
9,9,7,29,321.2065931637416,64,36,23,0
12,13,3,2,68.30994192172946,14,61,20,1
6,7,14,7,69.3276178158455,45,58,25,1
15,15,8,12,346.60399415389753,83,83,42,0
19,19,21,25,268.23453291800365,52,68,32,0
13,13,11,14,261.0603752858415,7,80,27,0
0,0,21,14,63.464922830966785,86,65,15,1
8,9,11,16,190.17235475601183,2,20,31,0
19,19,6,17,159.8027485506985,46,85,9,0
7,7,5,26,159.4197815594586,32,76,31,0
17,17,18,25,297.9432538099419,99,62,7,0
14,15,20,28,187.22116330021487,98,78,5,0
18,19,3,1,242.1202002525464,99,40,26,0
12,13,20,8,336.7182026061296,55,13,63,0
6,7,14,8,137.60152310733912,3,96,10,1
8,9,6,12,111.79412711078598,53,92,49,1
16,17,1,19,266.6169398249484,83,54,55,0
1,1,1,17,85.46194209159084,83,10,22,1
14,15,22,27,312.05301802675143,88,4,54,0
5,5,7,11,139.82311409034654,95,70,12,1
6,7,0,19,277.8850240369957,74,54,17,0
5,5,19,22,86.47698184816639,73,99,46,1
13,13,16,10,262.81601080932415,75,11,54,0
3,3,22,21,225.0526379115491,64,0,53,0
7,7,22,28,117.2537186991935,99,78,28,1
7,7,0,25,74.5360161140324,22,84,62,1
5,5,18,2,168.5300434300255,35,99,27,0
8,9,19,23,322.8602969107267,34,7,65,0
10,11,4,20,58.029946889764574,86,9,25,1
7,7,18,0,178.628908001984,1,34,45,0
3,3,1,19,219.14057533109263,72,22,7,0
3,3,22,11,279.4534184762367,78,58,38,0
13,13,8,14,338.6389977284128,36,14,52,0
6,7,22,20,111.25329179281128,89,51,8,1
18,19,6,26,287.81120710225883,54,2,30,0
13,13,7,28,68.28252198898494,43,1,6,1
14,15,23,7,66.89672239306921,60,8,64,1
17,17,6,28,237.03400520400535,64,99,47,0
0,0,6,21,255.2058670330988,96,78,27,0
2,3,19,1,317.3143249976084,47,77,4,0
12,13,11,19,142.47017041648942,75,6,28,1
5,5,15,5,275.11540272797555,85,98,46,0
8,9,22,11,159.76880488597578,10,6,17,0
19,19,6,28,243.79047082382408,6,26,24,0
0,0,0,16,330.5941964065411,72,15,28,0
12,13,20,16,234.9693706873872,47,90,63,0
18,19,15,22,314.7165459638802,29,84,18,0
11,11,13,21,78.81145009322162,14,83,14,1
8,9,15,19,164.24169538399667,48,77,4,0
13,13,15,14,300.4478719084058,28,13,46,0
3,3,3,4,133.21235016452263,31,99,56,1
4,5,14,27,244.89905274331176,30,81,23,0
15,15,8,8,234.5042375721662,9,73,27,0
7,7,10,22,121.77707566564764,26,85,32,1
9,9,0,15,204.48352937020863,3,70,52,0
5,5,13,12,248.1496936955837,29,54,52,0
4,5,12,8,51.98922129589375,58,79,38,1
1,1,5,23,57.3793074687522,58,67,17,1
14,15,8,22,121.35379754799808,66,39,28,1
4,5,22,8,78.92863311725296,52,69,23,1
17,17,14,2,109.71553509756598,94,21,35,1
3,3,6,25,231.49858352715648,42,6,40,0
8,9,12,26,110.8494805821742,10,79,14,1
13,13,14,15,218.98129902689124,38,88,13,0
13,13,0,3,297.1880294548221,60,2,40,0
19,19,15,17,154.4666347823032,33,30,63,0
12,13,18,16,228.8796062707825,6,90,39,0
4,5,10,21,74.26128284548817,6,15,34,1
14,15,17,17,60.260693872210695,74,22,34,1
14,15,16,20,208.7643124685017,34,23,58,0
18,19,0,23,193.46543640897096,94,34,38,0
6,7,5,4,99.01188946694114,21,61,22,1
18,19,20,10,291.86469179558435,27,96,42,0
14,15,8,12,151.1340669699736,27,51,5,0
9,9,4,2,63.88729909153346,38,10,13,1
14,15,17,18,51.00871897113254,69,99,52,1
1,1,1,6,138.50862887227095,30,46,8,1
4,5,23,22,129.01820355738886,69,12,27,1
7,7,2,11,248.06226134135707,98,4,41,0
3,3,3,1,68.94305106481411,51,80,37,1
9,9,1,27,117.74128007450967,99,6,57,1
12,13,19,16,319.42766006210525,59,51,8,0
16,17,1,4,146.22640086137923,1,6,15,1
19,19,2,13,51.17107917010589,83,53,40,1
17,17,6,24,305.52874258783385,92,76,33,0
11,11,5,7,219.46869147060733,14,12,9,0
15,15,11,16,198.57344182959915,38,98,41,0
3,3,13,26,142.5402600265686,78,83,56,1
6,7,5,14,243.89118925393493,72,28,16,0
1,1,12,29,283.20691515552477,16,20,10,0
3,3,7,1,338.4712876948831,65,55,44,0
14,15,13,16,255.24787443565137,58,45,32,0
17,17,12,22,310.0936845834748,14,32,12,0
2,3,22,5,147.1371139987233,13,48,14,1
17,17,13,8,112.68204948434784,30,83,43,1
19,19,6,22,281.11166369280176,16,96,20,0
16,17,12,25,290.53783230047827,13,68,62,0
5,5,22,0,265.4496226226884,80,20,59,0
19,19,4,14,294.8084427093477,88,57,55,0
2,3,15,20,128.1852180457081,98,94,50,1
12,13,8,25,99.89631534006064,3,89,61,1
15,15,2,28,89.07904892991297,83,8,8,1
4,5,17,9,50.72120866022446,11,78,46,1
5,5,12,4,295.5424890643996,58,78,26,0
7,7,21,18,222.19441777461984,70,64,13,0
4,5,22,14,177.42417883012763,33,70,42,0
14,15,18,7,184.74987920616155,12,53,13,0
12,13,17,9,281.2765563359716,12,45,5,0
8,9,0,25,185.45221397058512,21,72,43,0
6,7,20,12,322.2252022064664,13,51,30,0
1,1,10,25,339.43314212291426,15,80,33,0
6,7,22,17,61.538292310605634,39,39,29,1
13,13,6,8,200.67103878954143,67,47,62,0
2,3,12,26,271.801826824284,46,39,40,0
16,17,0,2,289.21864545828254,38,60,2,0
8,9,13,11,326.1843729974618,80,52,49,0
15,15,4,19,156.38393358236948,67,96,44,0
11,11,5,19,196.42978538160511,61,36,24,0
15,15,1,14,83.65921171932003,14,56,49,1
9,9,14,12,162.03943222695267,11,87,3,0
4,5,8,5,70.8084766767395,4,98,26,1
12,13,19,18,244.04140250485756,26,25,41,0
7,7,21,29,50.29269893777191,72,31,24,1
13,13,3,13,200.44374853660688,50,95,1,0
1,1,0,18,50.96428441158933,88,18,53,1
4,5,22,1,97.60303734618785,68,56,28,1
10,11,12,25,261.374195510072,28,51,33,0
17,17,2,11,130.76683677376084,10,82,27,1
7,7,9,18,144.84428010012977,55,19,33,1
11,11,3,2,98.8461575016816,9,39,19,1
18,19,6,15,152.66623721084258,29,79,51,0
9,9,23,19,50.76632633587688,4,30,44,1
17,17,5,11,267.6004341910508,79,76,9,0
19,19,17,3,202.60444622120067,69,46,29,0
14,15,22,4,50.339323574452656,71,15,1,1
1,1,2,7,305.6483436644726,28,12,13,0
9,9,2,6,310.1381052046611,15,78,37,0
4,5,7,23,316.78893731427286,94,53,16,0
13,13,4,19,212.86069893262464,76,69,2,0
19,19,4,23,189.15640940378847,12,29,8,0
6,7,11,22,228.94481541065315,33,82,51,0
9,9,18,7,211.75027001975545,1,3,27,0
4,5,15,0,319.47242449962016,73,58,51,0
16,17,22,14,280.55030070056415,10,17,32,0
3,3,17,8,258.03800033926206,5,80,15,0
5,5,5,18,81.41417837619595,70,46,60,1
10,11,0,23,86.48934672744909,71,57,29,1
5,5,1,27,60.32204663569954,41,58,39,1
18,19,15,9,118.14099084804576,7,30,59,1
17,17,18,0,274.2965994252085,53,51,55,0
