pilot_name,team_name,track_city,dnf_percent,avg_speed,wins_count,number_of_overtaking_last_year,driver_salary_mln,penalty_points,personal_position,rain_forecast,collision
8,9,5,25,66.56108242919765,90,76,44,0,17,1,1
7,7,18,22,50.52665804704554,46,66,55,1,7,0,1
19,19,8,4,133.2746162043338,13,24,6,11,15,1,1
1,1,21,8,88.17068811827156,71,61,46,9,20,0,1
4,5,20,8,209.3012581176879,70,31,43,5,14,0,0
10,11,18,15,62.86488421153557,94,25,32,10,12,0,1
8,9,12,12,164.37555108455405,13,94,53,5,15,0,0
7,7,20,17,241.13318327612703,35,88,9,10,3,1,1
4,5,2,12,296.1738952233402,16,16,59,9,15,1,1
9,9,11,21,62.78977857717075,33,40,23,9,12,1,1
17,17,0,9,71.49482440844113,86,79,29,10,10,0,1
2,3,20,0,127.382443925706,75,14,53,4,20,0,1
12,13,20,13,88.03789264301456,10,38,50,2,4,1,1
0,0,12,2,330.05223436083986,91,74,50,8,20,1,1
9,9,16,7,343.79855400150973,60,90,9,6,3,1,1
17,17,13,4,263.354670138718,64,57,4,10,19,0,1
5,5,23,18,62.9745423941364,91,39,25,6,15,0,1
12,13,14,11,286.22905549120514,22,51,41,0,17,0,0
15,15,9,12,229.16655476447704,88,2,11,10,13,0,1
17,17,16,11,261.1148964679784,67,70,50,8,10,1,1
7,7,14,5,68.92671194409697,73,53,3,3,13,0,1
18,19,11,22,244.4904764235233,30,91,58,8,13,1,1
2,3,19,23,123.34327092115672,96,34,17,6,13,1,1
14,15,14,17,179.96518105085093,98,99,45,7,6,1,1
9,9,8,8,298.9404561240167,58,82,2,2,10,0,0
17,17,0,16,59.06491474807368,82,12,58,11,20,0,1
15,15,19,13,196.9066660814009,9,89,63,9,5,0,1
7,7,21,16,275.13156025306506,67,31,46,4,11,1,1
4,5,10,13,313.2208365625029,90,92,20,2,16,1,1
10,11,20,10,327.7444628754985,35,95,4,1,14,1,1
17,17,7,24,148.4994905031146,7,25,27,4,15,1,1
6,7,16,23,147.768718146828,91,69,26,11,2,0,1
13,13,14,15,127.3444961105352,80,64,23,11,10,1,1
0,0,8,25,327.9083629583671,55,28,15,10,20,1,1
17,17,3,25,205.35619670644132,84,80,11,9,12,0,1
15,15,20,9,142.02653130701626,24,94,12,7,17,1,1
9,9,14,8,326.02301584090003,17,59,30,4,1,1,1
4,5,23,11,307.95357703041896,99,31,15,4,18,0,0
15,15,2,9,129.1741920436814,44,5,65,8,4,0,1
3,3,8,19,200.41254167782895,75,72,47,10,10,0,0
3,3,15,22,54.61726169437371,45,42,21,2,11,0,1
18,19,1,1,290.0621587382016,68,84,46,11,12,0,1
12,13,2,7,289.5278777240031,88,87,19,3,20,1,1
14,15,14,25,143.44073883077706,86,32,16,5,14,1,1
14,15,21,19,249.9356334305436,91,47,20,7,3,0,0
4,5,1,17,241.22047694837332,93,54,28,2,17,0,1
6,7,13,9,335.07758795587137,39,12,21,6,2,0,0
4,5,10,18,136.37653740447277,7,37,45,11,20,1,1
15,15,15,20,108.06910759187204,82,27,30,7,19,1,1
1,1,22,22,343.6899828188191,8,21,6,4,7,0,0
15,15,9,1,133.31009411861442,33,54,31,8,15,1,1
9,9,21,6,243.5580329119848,52,89,24,1,19,0,0
13,13,19,19,56.17477881995191,72,42,55,3,17,0,1
9,9,14,28,137.66724497160445,81,93,2,5,2,1,1
3,3,16,9,346.7269712834379,6,94,58,11,5,1,1
9,9,22,24,101.78412683442625,51,97,27,2,6,1,1
10,11,16,6,227.17264321647824,90,0,25,2,9,0,0
15,15,3,7,233.42116013462936,18,47,52,7,19,0,1
7,7,12,11,290.9171871600315,82,8,21,6,19,1,1
14,15,17,22,179.1795783103098,34,29,27,9,9,1,1
14,15,15,6,102.59743194707582,86,44,50,2,19,1,1
18,19,0,2,120.69260334847044,32,36,54,0,4,0,1
9,9,19,7,294.17845710201425,81,71,8,1,15,1,1
7,7,2,26,150.11113227775076,76,87,19,3,19,1,1
2,3,14,12,163.06926823106102,62,38,38,6,13,0,1
17,17,0,4,109.9516173466378,9,5,37,11,15,0,1
4,5,8,22,281.44986227333726,38,18,14,6,13,0,1
6,7,3,15,138.21323864521466,65,46,31,8,5,1,1
13,13,10,25,195.57227495076756,30,94,20,1,9,0,0
2,3,5,8,98.49787301075528,7,76,25,2,15,1,1
10,11,14,8,87.42680169673531,13,90,3,3,20,1,1
16,17,17,21,316.7426552315148,61,77,58,11,9,1,1
14,15,18,18,87.97797841001854,73,80,32,8,3,0,1
4,5,6,18,111.4160084242646,26,50,16,5,19,0,1
16,17,14,11,175.326393460626,5,92,47,1,15,1,1
11,11,11,13,160.96496268359684,11,63,24,6,11,1,1
11,11,11,5,286.17375644169,54,39,63,7,7,1,1
10,11,6,5,334.4878483857173,34,1,60,8,6,0,0
12,13,11,6,175.10499850333647,64,6,22,2,20,1,1
6,7,12,13,289.8608850685886,66,67,32,0,3,0,0
0,0,5,10,204.960772954588,61,49,27,11,6,0,0
13,13,21,21,311.1682385274117,57,13,45,11,17,0,1
7,7,5,16,157.82515477769454,64,14,10,3,12,1,1
10,11,1,23,193.673631969974,43,66,4,11,5,1,1
0,0,10,12,271.41146638334084,98,1,7,8,8,0,0
3,3,3,27,61.70971091701346,66,50,61,2,7,1,1
18,19,4,17,227.69929751486305,23,37,50,11,4,0,0
16,17,23,11,333.4982043870608,41,7,61,11,14,0,1
12,13,2,5,286.183391799504,31,71,41,6,11,0,1
14,15,17,11,118.31447770038518,21,14,51,5,18,1,1
12,13,8,14,227.14608539435628,54,44,38,3,11,1,1
8,9,9,5,274.8413598231331,19,96,64,2,8,1,0
9,9,5,11,148.88903035976213,3,12,18,11,9,1,1
18,19,3,13,51.20526427807869,72,13,54,0,16,0,1
4,5,3,7,104.0450985133314,98,12,40,11,3,0,1
0,0,16,11,297.9395838670174,89,81,49,8,1,0,0
9,9,12,27,230.05931484478575,81,54,38,5,13,1,1
4,5,18,19,172.10106914690584,31,42,6,2,17,1,1
16,17,18,29,201.2661866926894,83,55,26,7,8,0,1
1,1,5,5,168.84887961052485,79,80,39,11,8,0,0
8,9,8,4,155.98596885341016,55,15,25,3,9,1,0
14,15,15,0,120.94990086622808,74,45,46,9,16,0,1
15,15,3,11,172.3472675041736,74,87,53,5,4,1,1
8,9,18,6,79.0759021408061,61,85,61,7,16,0,1
0,0,20,11,242.70201658994796,97,71,29,11,17,0,1
6,7,5,21,119.57267567197758,16,3,57,7,20,0,1
13,13,10,10,91.87984568964048,6,48,61,5,5,1,1
7,7,10,11,204.34700401588415,97,36,18,10,3,0,0
12,13,7,8,109.8646480218796,25,31,9,8,3,0,1
16,17,5,9,79.0916463786697,88,6,20,2,3,0,1
12,13,22,20,289.17937656630056,81,6,58,9,8,0,0
7,7,22,8,180.1349356982463,32,59,10,2,17,1,1
7,7,11,9,223.6342299113931,55,39,24,8,4,1,1
14,15,10,3,97.28804596646565,70,12,4,9,16,0,1
18,19,5,9,291.3791973199912,0,66,6,8,19,1,1
8,9,17,28,112.98060832952588,33,13,54,2,12,0,1
9,9,5,16,156.77114189105487,47,79,55,8,11,1,1
15,15,15,25,145.92122355092198,15,5,31,10,5,0,1
1,1,3,25,73.67886907512191,91,73,50,0,18,0,1
2,3,6,4,326.3704263265373,81,33,53,10,9,0,0
2,3,12,0,168.05485781372593,96,40,7,3,14,0,0
10,11,18,1,249.316571466208,3,50,40,0,8,1,0
12,13,23,17,323.97355776625005,17,15,2,8,4,1,1
11,11,3,19,106.05306890857436,13,7,23,6,5,0,1
12,13,21,26,69.61008298945185,1,17,21,3,3,0,1
4,5,5,29,212.68240716529417,26,99,19,4,8,1,1
2,3,23,12,127.0682894080784,81,36,37,5,11,0,1
5,5,17,11,227.75490064313703,86,44,5,5,4,1,1
19,19,15,27,341.72604064525734,86,29,51,11,15,1,1
18,19,23,21,134.01327840498897,31,99,29,8,15,0,1
12,13,9,23,347.1940888660992,34,18,48,6,12,0,1
6,7,3,18,297.03550389815524,36,40,29,11,9,1,1
18,19,17,12,119.20419770414546,51,64,53,2,19,1,1
6,7,1,9,155.56803838102283,31,76,12,6,16,1,1
0,0,3,6,266.19348008683653,1,59,35,9,15,1,1
6,7,10,11,159.1563197127915,29,39,22,5,19,1,1
13,13,12,17,236.1857272951356,4,99,47,11,1,1,1
7,7,7,17,256.061835035615,96,53,37,5,8,0,0
3,3,12,9,208.6186848953486,74,16,52,11,2,0,0
9,9,11,23,125.98066477134424,95,74,38,0,9,0,1
6,7,8,16,287.30535881426414,87,51,23,3,3,1,1
19,19,15,17,121.4343901730635,39,89,34,2,5,1,1
9,9,10,11,293.35262616146446,83,55,54,8,15,0,1
19,19,1,3,96.39649168364652,13,95,50,1,10,1,1
15,15,14,26,306.1915967385206,41,71,41,3,18,0,1
8,9,20,24,113.64104543366244,31,12,30,9,20,1,1
5,5,16,13,84.27340700834361,30,25,2,4,10,1,1
14,15,12,4,111.34957687799934,17,77,59,6,1,0,1
17,17,4,2,136.8240871730948,48,58,14,2,4,1,1
16,17,3,26,174.85029555017002,35,63,24,1,14,1,1
18,19,17,28,290.4136787526836,26,75,15,4,9,0,0
1,1,17,21,256.59828306198284,15,38,26,9,7,0,0
2,3,21,8,111.57454096944036,4,10,4,3,12,0,1
9,9,1,23,347.5519713750585,71,46,30,3,1,1,1
12,13,9,24,311.99059973162537,3,46,61,9,8,0,0
14,15,2,10,288.67018310508905,47,72,18,2,4,1,1
15,15,4,16,106.48975358385442,39,25,63,0,10,0,1
0,0,23,21,335.8950422488121,86,41,7,2,11,1,1
11,11,23,1,315.8497176830321,66,85,1,0,5,1,0
9,9,3,4,99.96680941337284,11,42,33,0,20,0,1
2,3,16,3,173.81905020648162,29,79,43,1,8,0,0
4,5,2,4,202.6115401796872,22,63,24,5,8,0,0
7,7,9,2,207.32573744937724,25,61,54,11,3,0,0
13,13,2,5,158.65659477258575,43,16,32,1,15,1,1
5,5,2,10,345.19772520920276,75,23,56,4,2,0,0
14,15,7,4,113.22773912951374,41,94,39,0,17,1,1
14,15,2,28,344.54982017057597,12,81,21,0,16,0,1
0,0,19,3,203.5071272427875,54,83,17,5,6,0,0
16,17,23,14,245.9301102691133,65,13,49,3,9,1,1
5,5,2,24,197.42216505647815,85,49,35,6,18,1,1
5,5,11,8,243.46565404661848,47,42,33,3,3,1,1
15,15,7,21,87.25741608342868,43,53,32,4,5,1,1
17,17,21,14,247.7812823440143,9,76,43,3,4,1,1
17,17,10,24,219.06424490594705,97,18,3,3,18,1,1
5,5,12,21,157.21378055661071,83,47,9,5,2,1,1
1,1,10,7,221.3428637244351,57,42,59,10,18,0,1
19,19,16,0,204.0132893457497,18,31,18,7,10,0,0
18,19,19,29,138.3999427693766,59,60,58,0,7,0,1
6,7,16,0,87.4282868677348,69,1,54,6,7,0,1
4,5,1,22,302.3194842778527,1,5,50,11,12,0,1
5,5,20,29,119.64629084933432,61,75,1,3,9,0,1
10,11,11,16,102.44392135968135,38,57,32,9,3,1,1
2,3,4,13,221.80381937339823,75,80,11,9,12,1,1
16,17,21,6,164.55992186992543,91,89,47,1,14,1,1
13,13,14,5,237.30105711942815,82,34,3,10,1,0,0
9,9,8,6,323.0467858434992,21,90,32,0,18,0,0
3,3,9,2,241.902783213148,59,98,1,3,15,0,0
1,1,13,14,85.89800627420911,81,70,20,4,20,1,1
14,15,5,11,122.49577175533145,64,61,62,4,9,1,1
12,13,15,14,170.2223653703386,66,33,62,2,19,0,0
6,7,21,22,264.03778124403175,3,87,34,4,3,1,1
12,13,10,5,173.75183476171185,60,5,29,6,19,0,1
13,13,0,25,287.7157674798125,77,55,26,7,5,0,0
19,19,3,26,85.28554513298789,71,23,46,8,9,0,1
1,1,1,12,102.50607312579488,87,86,24,11,14,0,1
12,13,19,18,56.454612999139165,90,51,44,1,15,0,1
14,15,1,8,225.4582182053142,68,73,32,3,20,1,1
0,0,9,16,163.93509578811194,97,95,12,3,13,1,1
5,5,22,14,202.76544002579635,19,64,55,3,3,0,0
13,13,7,20,119.38535236163771,99,11,14,9,19,1,1
5,5,2,1,310.43441383625304,98,4,19,10,17,0,1
8,9,10,7,130.51515383825253,22,53,9,7,10,0,1
10,11,9,1,265.2148558256683,2,23,36,0,5,1,0
15,15,3,26,346.3688185437437,95,30,28,3,13,0,1
9,9,5,17,261.1895072720906,92,74,46,9,19,0,1
17,17,21,0,290.3688639930891,6,65,50,0,20,0,1
9,9,9,26,193.53030598234275,29,50,21,11,2,0,1
1,1,8,19,263.24400795163666,86,45,44,2,9,0,0
11,11,8,26,77.19358533955315,44,27,16,7,15,1,1
13,13,12,0,170.37729124751712,9,93,52,7,8,0,1
15,15,22,2,123.88494299971286,20,61,63,2,5,0,1
8,9,18,25,155.39923396091575,20,55,62,6,1,0,0
7,7,6,6,244.41498899392408,37,76,32,5,1,0,0
4,5,1,21,192.61234486779972,22,28,49,6,5,0,0
2,3,2,26,232.77387500194143,86,69,49,10,11,1,1
14,15,22,10,63.30710840606617,12,73,34,4,8,1,1
10,11,15,19,244.08809886983607,4,46,48,9,17,0,1
3,3,20,13,169.95750382333205,13,90,26,0,7,0,0
11,11,1,8,331.1843745706867,85,58,58,5,18,1,1
15,15,13,6,75.76754324004399,58,45,37,7,14,1,1
8,9,19,24,56.04696763080592,79,48,11,11,5,1,1
3,3,16,18,272.30626728064493,92,60,63,5,6,1,1
8,9,7,19,66.93618050428303,30,17,21,0,18,1,1
8,9,2,19,142.7585228995066,9,86,48,4,15,1,1
11,11,15,27,246.68622576821343,46,38,54,10,11,0,1
12,13,3,4,80.58339232421996,66,95,35,10,14,0,1
3,3,10,1,220.72037008512976,7,31,55,2,15,1,1
17,17,0,24,56.4559018807593,93,17,47,4,14,0,1
15,15,15,15,121.27539530431356,92,92,11,11,11,0,1
3,3,6,10,249.46222834014827,60,52,31,9,7,0,0
18,19,9,8,326.9663633598862,9,33,22,0,10,0,0
1,1,5,13,321.18293049236945,16,6,59,7,9,0,0
2,3,14,11,192.92755283328225,68,46,22,11,3,1,1
15,15,13,20,317.3134367013332,92,98,14,0,16,1,1
3,3,7,5,125.05155195252586,6,20,23,0,19,0,1
8,9,7,13,56.051266586233695,71,79,16,10,13,0,1
14,15,13,9,70.98919131563952,7,2,45,2,19,1,1
16,17,9,7,102.95401224709704,1,51,44,1,8,1,1
15,15,3,26,224.62173659219715,53,51,9,10,2,0,1
16,17,15,0,348.2352786982758,87,84,17,6,3,1,1
10,11,11,5,74.68375792277844,90,27,21,8,10,0,1
2,3,8,5,257.9133935462643,98,25,28,7,8,0,0
9,9,17,27,100.29295542165924,34,61,2,4,2,0,1
3,3,19,15,240.40518336534788,11,75,62,3,16,1,1
11,11,1,11,192.88066213401015,68,75,34,8,3,0,0
0,0,13,4,341.26881594719504,36,29,16,10,13,1,1
13,13,4,11,104.08726938238964,54,33,55,7,1,0,1
18,19,13,21,332.10549316215634,8,93,20,4,7,1,1
0,0,22,17,83.33167975516159,25,30,64,3,15,1,1
6,7,5,12,345.7549420983976,37,23,16,3,19,1,1
4,5,6,25,69.85345523608586,23,96,60,2,14,1,1
8,9,17,6,187.84825119965208,92,66,33,10,7,0,0
11,11,13,18,77.07248601900297,90,63,49,7,18,1,1
2,3,14,16,51.80873082332917,38,8,1,3,16,1,1
0,0,8,3,78.12964803582094,6,87,22,1,8,0,1
10,11,22,17,115.28822344322757,46,43,29,7,17,0,1
16,17,2,8,145.517686343038,63,93,3,10,13,1,1
15,15,11,6,129.03389013280915,99,28,5,10,20,0,1
4,5,6,16,253.4161392916385,15,18,48,6,1,1,1
8,9,13,26,87.45560683730994,58,53,18,3,5,1,1
19,19,21,19,232.27872344167355,13,74,13,4,2,1,1
19,19,8,27,61.3087188802119,18,53,26,4,8,1,1
13,13,20,6,130.051435389886,21,64,17,1,4,1,1
4,5,22,22,222.70838192790484,94,79,17,5,8,0,0
7,7,8,2,75.88004272268783,12,62,39,7,3,1,1
6,7,4,20,323.0647578240513,57,33,37,3,12,1,1
6,7,21,28,89.34461630947021,90,96,22,11,6,1,1
4,5,2,6,305.72407282742336,57,1,1,1,20,0,0
12,13,17,14,300.6374862616986,94,71,47,0,3,1,1
19,19,4,24,132.45605059977973,61,73,28,2,15,0,1
16,17,4,19,134.01840010148572,7,31,57,5,13,0,1
17,17,12,2,156.6040136703479,90,42,15,10,7,0,0
14,15,22,22,109.71898794241544,18,53,2,9,6,1,1
11,11,20,10,231.73836241403424,2,4,11,8,7,1,1
6,7,9,16,301.3767689130744,51,21,11,6,18,0,1
9,9,13,2,94.28801866738893,38,13,62,10,7,1,1
13,13,4,4,297.6042000260981,54,88,26,8,15,0,1
14,15,8,15,323.0869348948863,99,89,19,5,4,0,0
1,1,3,9,151.92781226521444,30,25,15,4,17,1,1
18,19,1,27,250.22347353345677,25,37,48,5,1,0,0
1,1,19,1,53.30648999744266,10,28,28,7,10,1,1
3,3,12,3,313.1205658165217,57,49,18,1,13,0,0
4,5,4,24,260.0499496278721,96,54,22,3,14,1,1
18,19,21,24,233.2180500983381,12,14,2,10,3,1,1
15,15,9,6,287.71542519382507,66,70,38,3,5,0,0
6,7,10,18,328.7357484456758,14,57,44,8,15,0,1
19,19,1,3,53.34843525553743,7,23,35,6,18,0,1
10,11,5,15,243.11609256389983,66,2,28,3,20,0,0
16,17,0,2,253.8431808419015,83,86,32,10,11,0,1
18,19,12,18,318.1468524385052,1,12,54,11,15,1,1
8,9,15,25,100.25063845457817,26,73,37,6,16,1,1
14,15,9,0,140.51762727631814,50,97,49,5,2,1,1
7,7,13,19,74.49445082499896,87,50,11,4,16,0,1
7,7,2,13,213.42793536904463,44,40,56,5,9,1,1
19,19,13,27,261.98359867488637,76,89,58,11,4,1,1
7,7,13,16,126.83198377779776,39,92,37,4,15,1,1
16,17,22,20,335.7422043111486,5,46,53,3,14,0,1
10,11,6,11,232.5529969450284,83,2,11,10,11,0,1
12,13,20,15,317.8690392019962,68,57,14,4,5,0,0
7,7,0,5,201.4306844811562,6,97,3,8,20,0,1
1,1,8,11,58.42182835832601,46,27,18,5,20,0,1
3,3,11,2,188.35113138813017,71,1,43,9,17,1,1
2,3,7,5,280.0267695126172,72,83,13,7,15,0,1
1,1,19,25,329.579369508871,24,17,26,9,5,1,1
8,9,8,2,288.60835865007977,27,25,16,5,3,0,0
1,1,7,12,202.5665463778859,91,91,58,10,20,0,1
1,1,16,11,339.2052026249992,19,56,65,5,11,1,1
6,7,10,13,340.6305880870044,22,10,9,2,7,1,1
8,9,6,20,191.93386387575003,67,63,43,5,20,1,1
17,17,22,4,178.32314494548274,10,43,28,2,3,1,0
4,5,13,6,221.641643125548,10,83,26,11,17,0,1
6,7,17,26,205.4301343726497,68,14,1,7,14,0,1
10,11,18,25,264.55794581684506,5,89,18,6,12,1,1
14,15,2,4,186.8925251540505,55,98,29,4,12,1,1
18,19,14,7,96.9420420951901,66,93,37,1,15,1,1
14,15,23,26,55.159340928657066,19,82,1,1,2,0,1
6,7,0,6,196.7275796244311,89,92,12,9,16,0,1
13,13,16,4,321.30140225357917,3,7,4,9,6,0,0
18,19,13,1,325.42499148036745,79,81,32,1,19,0,0
7,7,16,7,69.00408949287655,41,88,37,8,7,1,1
18,19,20,18,310.00839681965175,90,85,17,1,8,1,1
1,1,4,22,308.0208614459902,25,58,53,6,14,0,1
15,15,0,24,308.94028964802794,38,78,6,10,6,0,0
10,11,19,14,113.13111593106304,59,1,24,0,1,1,1
15,15,9,3,220.78642488687393,21,78,26,8,19,0,1
9,9,12,26,124.92903785476366,49,63,64,6,7,0,1
14,15,22,13,272.0979362056521,19,6,47,2,1,0,0
0,0,12,3,193.318405631414,17,62,9,10,20,1,1
13,13,3,27,100.14145871897442,91,27,17,7,19,1,1
9,9,15,0,234.3052628518612,96,56,29,7,7,1,1
3,3,16,10,70.5705059379818,38,60,33,1,11,0,1
1,1,18,14,153.44305373294475,92,85,1,6,6,1,1
14,15,5,16,343.29674888153136,54,27,50,8,4,1,1
10,11,21,11,216.4194021987512,23,68,64,10,19,1,1
0,0,19,11,274.38526550133406,98,54,45,9,2,1,1
9,9,18,22,296.8348608391542,8,2,23,0,3,0,0
7,7,11,5,267.3155499634146,28,65,57,7,11,0,1
14,15,5,19,152.64426814260048,15,43,8,5,18,0,1
18,19,16,18,183.06364618541957,99,47,34,6,16,1,1
16,17,4,7,73.91427483882956,76,17,6,6,6,1,1
9,9,2,16,247.472331523842,25,32,19,11,10,1,1
9,9,5,15,333.47651048252953,27,6,52,3,19,1,1
1,1,4,25,180.9936289444158,50,6,27,10,2,1,1
4,5,1,27,60.91001278720693,91,67,19,1,9,1,1
14,15,9,18,334.50803803278876,25,31,60,7,17,0,1
3,3,20,1,176.47955064729578,60,86,22,5,8,0,0
3,3,13,11,85.62149954522347,35,45,10,11,16,1,1
0,0,11,7,54.73980490141989,9,91,55,11,9,0,1
16,17,3,0,107.5366922325597,13,22,22,8,3,1,1
14,15,4,28,108.0325535121044,36,62,48,9,20,1,1
18,19,13,24,283.9587671810555,38,73,57,2,4,1,1
17,17,2,9,190.75042867667864,8,14,8,2,11,0,0
3,3,19,27,294.62396622873877,64,98,59,4,11,1,1
10,11,8,24,183.9109989397168,6,39,40,6,6,0,0
16,17,2,20,232.26470145532343,41,22,38,2,8,0,0
17,17,17,9,307.15756263975277,89,4,23,9,18,0,1
13,13,5,0,223.89303398027317,1,39,52,2,4,0,0
0,0,18,29,256.4510286488515,96,91,50,3,9,1,1
11,11,20,4,188.61442706734024,73,97,53,7,12,0,1
14,15,0,27,281.8223654906953,29,74,17,3,14,0,1
10,11,13,24,324.54686993692246,57,36,26,7,5,1,1
9,9,15,5,141.42638626810336,49,50,20,7,17,0,1
6,7,3,28,147.7459464282015,95,70,46,10,11,0,1
0,0,0,10,296.54052691432116,14,59,45,6,5,1,1
13,13,8,28,106.67607766262373,95,13,8,3,19,1,1
0,0,9,1,116.59390821942314,30,71,33,4,14,1,1
10,11,10,6,58.05318315581631,3,52,13,8,10,0,1
3,3,16,2,313.94826892506495,49,36,41,8,17,0,1
8,9,18,3,151.8603297765923,79,47,50,2,10,0,0
0,0,2,19,255.72896769492053,23,68,43,11,1,0,0
3,3,23,4,93.35093448517394,62,13,46,11,7,1,1
9,9,23,5,340.6092129151145,45,92,52,5,20,1,1
0,0,9,13,228.2723032139982,92,99,18,1,16,1,1
10,11,17,9,54.463406948658566,72,50,60,6,8,1,1
2,3,15,23,149.12986459334633,89,33,13,10,12,0,1
11,11,15,29,243.95849492737324,59,49,25,7,3,0,1
9,9,3,28,198.97722908131075,82,61,59,5,2,1,1
13,13,10,2,81.96232698128051,90,33,32,0,19,1,1
10,11,3,10,226.19925573573403,86,29,36,5,5,1,1
19,19,18,17,169.77666315147272,26,44,64,7,12,0,1
18,19,4,7,142.81766837273736,52,49,62,11,20,0,1
3,3,6,13,315.82625047828407,84,47,59,6,20,0,1
12,13,5,28,340.6963937581903,59,34,4,2,12,1,1
11,11,4,0,258.5185779362909,26,30,41,0,13,1,1
7,7,2,8,203.6238561368115,2,81,36,9,16,1,1
12,13,5,20,58.82294409303229,1,60,48,7,18,0,1
9,9,3,18,254.58576360481408,83,75,60,0,20,0,1
4,5,18,21,174.12476631786458,42,34,29,9,3,0,0
12,13,17,27,277.743074346279,91,86,52,0,6,1,1
9,9,0,14,131.32373419785756,42,27,33,8,7,1,1
7,7,9,20,192.88763755455264,91,94,56,9,13,1,1
6,7,10,1,229.6546964351318,97,70,37,3,5,0,0
9,9,18,21,135.00022966339975,61,61,3,4,8,1,1
