pilot_name,team_name,track_city,dnf_percent,avg_speed,wins_count,number_of_overtaking_last_year,driver_salary_mln,penalty_points,personal_position,collision
Gasly,Alpine,Abu Dhabi,7,217.8802467380674,88,55,30,9,7,0
Norris,McLaren,Budapest,11,201.60726606300926,19,28,34,8,11,1
Gasly,Alpine,Spa,7,303.57204681372775,41,60,3,2,17,0
Lawson,Racing Bulls,Baku,7,155.84638330779467,54,34,13,2,17,0
Lawson,Racing Bulls,Zandvoort,16,155.12286226842352,54,10,63,9,1,0
Stroll,Aston Martin,Shanghai,17,109.93784152037945,17,49,17,9,8,1
Hulkenberg,Sauber,Sakhir,8,336.71571029953896,1,20,8,8,13,1
Tsunoda,Red Bull Racing,Monaco,15,61.4704796506116,64,64,40,4,13,1
Russel,Mercedes,Suzuka,16,210.10976464154422,33,72,3,8,1,0
Hulkenberg,Sauber,Budapest,10,98.02340759402655,27,34,35,2,13,1
Ocon,Haas,Imola,10,304.1154325474947,82,58,59,6,4,0
Antonelli,Mercedes,Budapest,20,236.93911526099936,26,56,32,6,14,1
Sainz,Williams,Austin,7,284.58951203086895,20,96,18,3,18,0
Leclerc,Ferrari,Abu Dhabi,15,340.6357050355482,76,7,24,2,8,0
Ocon,Haas,Zandvoort,18,274.14042180651194,91,80,55,2,11,1
Colapinto,Alpine,Zandvoort,10,259.51961630428696,67,41,7,7,20,1
Bortoleto,Sauber,Silverstone,25,309.65178090672816,57,98,44,4,16,1
Gasly,Alpine,Montreal,27,116.51769973938272,39,73,59,7,17,1
Hamilton,Ferrari,Zandvoort,13,292.0675636905105,91,75,12,4,16,0
Hulkenberg,Sauber,Monza,20,137.63144608206306,76,57,35,3,12,1
Colapinto,Alpine,Zandvoort,10,161.45554981975104,66,33,17,4,12,0
Hulkenberg,Sauber,Suzuka,15,70.34810877954301,15,45,61,11,18,1
Bortoleto,Sauber,Budapest,7,306.33412135164235,19,33,59,6,7,0
Hadjar,Racing Bulls,Mexico City,3,54.219296880331314,70,82,9,8,1,1
Lawson,Racing Bulls,Las Vegas,0,304.42376291727714,42,7,31,6,3,0
Colapinto,Alpine,Miami,25,144.6364686579961,5,93,45,10,9,1
Norris,McLaren,Spielberg,28,156.32806925015714,31,21,24,6,19,1
Tsunoda,Red Bull Racing,Las Vegas,10,257.4038890683519,38,60,64,5,14,0
Hulkenberg,Sauber,Singapore,5,294.41034412461516,97,25,58,9,13,1
Stroll,Aston Martin,Lusail,29,189.11938978084956,0,44,7,2,13,1
Stroll,Aston Martin,Baku,27,260.4583692511078,12,95,37,6,15,1
Bearman,Haas,Monaco,7,238.8006078668307,24,51,2,1,5,0
Bortoleto,Sauber,Lusail,4,344.5326884702068,57,54,36,1,1,0
Lawson,Racing Bulls,Jeddah,0,266.2207487458035,71,45,41,1,10,0
Gasly,Alpine,Jeddah,8,307.24846266083546,89,28,39,11,13,1
Bearman,Haas,Zandvoort,28,173.6240075637519,19,91,57,0,7,0
Stroll,Aston Martin,Spa,1,160.46140006320937,28,92,25,4,16,0
Leclerc,Ferrari,Miami,18,217.5503415300635,41,43,22,10,17,1
Colapinto,Alpine,Las Vegas,8,298.3074427125725,35,20,23,3,8,0
Stroll,Aston Martin,Jeddah,28,168.06071836422,57,92,5,10,20,1
Piastri,McLaren,Melbourne,3,311.2294853779589,41,13,62,2,17,0
Hulkenberg,Sauber,Barcelona,6,308.1271104723787,59,98,5,4,14,0
Gasly,Alpine,Sao Paulo,17,61.82814013406943,6,13,49,1,18,1
Bortoleto,Sauber,Jeddah,6,176.70722662881883,30,74,26,0,6,0
Antonelli,Mercedes,Sao Paulo,28,56.15749220110528,97,47,16,11,4,1
Stroll,Aston Martin,Silverstone,9,52.62269263473226,62,44,40,5,13,1
Gasly,Alpine,Monza,16,52.43775793016617,2,40,30,3,19,1
Piastri,McLaren,Spielberg,4,135.54604172893005,60,79,17,4,15,1
Alonso,Aston Martin,Austin,8,266.14978771203585,18,39,39,7,3,0
Leclerc,Ferrari,Sakhir,4,242.88065770692862,61,29,2,9,3,0
Bortoleto,Sauber,Budapest,8,199.8674050788655,22,20,9,0,20,0
Gasly,Alpine,Austin,27,140.01148489899737,55,60,4,2,3,1
Hadjar,Racing Bulls,Silverstone,16,64.25921146193173,8,60,49,8,5,1
Lawson,Racing Bulls,Sakhir,20,110.36763260449781,77,87,17,11,2,1
Hadjar,Racing Bulls,Barcelona,6,288.86465999051046,18,14,44,6,9,0
Albon,Williams,Suzuka,14,121.03673604049577,25,73,4,7,6,1
Stroll,Aston Martin,Sao Paulo,21,116.2737633467775,0,96,25,2,18,1
Colapinto,Alpine,Shanghai,19,237.59443613993182,89,94,10,2,13,1
Russel,Mercedes,Spa,10,215.69979794558466,89,27,59,3,20,0
Sainz,Williams,Monza,24,250.82331704433685,31,3,47,0,15,1
Verstappen,Red Bull,Suzuka,13,348.805526191394,11,24,19,11,10,0
Piastri,McLaren,Abu Dhabi,1,188.01188633705084,85,37,22,8,13,1
Leclerc,Ferrari,Mexico City,6,167.04844695410242,93,30,38,0,3,0
Bearman,Haas,Budapest,2,248.110177280128,61,49,44,11,6,0
Lawson,Racing Bulls,Silverstone,2,295.83261886280644,85,45,61,10,18,1
Albon,Williams,Suzuka,20,176.00491101353182,8,57,48,0,17,1
Bortoleto,Sauber,Zandvoort,21,289.539620351897,51,90,43,2,10,0
Bortoleto,Sauber,Las Vegas,28,69.36000848322179,47,13,51,9,14,1
Ocon,Haas,Silverstone,16,141.53040152345352,22,45,38,0,3,1
Piastri,McLaren,Silverstone,15,149.68215884104603,44,94,44,6,20,1
Sainz,Williams,Shanghai,10,309.8405271645182,84,65,17,1,20,0
Lawson,Racing Bulls,Singapore,13,102.05550950058745,25,42,14,8,2,1
Verstappen,Red Bull,Imola,16,343.9642517504774,67,90,63,4,14,1
Verstappen,Red Bull,Budapest,21,163.11854104905092,10,52,60,7,19,1
Hadjar,Racing Bulls,Melbourne,18,285.230374261685,64,82,13,11,18,1
Norris,McLaren,Melbourne,17,162.79976880151344,61,78,45,1,9,0
Sainz,Williams,Suzuka,15,96.43612617720254,86,88,22,4,5,1
Lawson,Racing Bulls,Sakhir,2,290.2028490985635,83,16,34,1,6,0
Sainz,Williams,Singapore,15,226.16592477219893,73,54,50,9,16,1
Gasly,Alpine,Sao Paulo,27,337.52714498608395,11,70,3,11,8,1
Hamilton,Ferrari,Budapest,11,143.45070674998573,78,50,32,1,17,1
Leclerc,Ferrari,Spa,22,342.41751684352556,11,85,44,4,10,0
Bearman,Haas,Las Vegas,11,141.14050440611916,86,75,53,11,9,1
Piastri,McLaren,Silverstone,1,171.58695445147615,37,86,4,10,3,0
Sainz,Williams,Sao Paulo,27,62.894497616980125,44,18,2,10,11,1
Hamilton,Ferrari,Budapest,25,314.2538162444821,7,54,31,4,8,0
Russel,Mercedes,Suzuka,26,68.87837185685105,86,17,64,4,20,1
Hamilton,Ferrari,Jeddah,19,90.3203345410225,62,46,62,2,2,1
Tsunoda,Red Bull Racing,Sakhir,25,311.01774310792246,34,3,5,10,2,0
Bortoleto,Sauber,Silverstone,5,54.446578273490076,18,72,63,8,19,1
Hulkenberg,Sauber,Spa,28,112.14527364805743,22,91,28,11,20,1
Lawson,Racing Bulls,Miami,17,324.573365400537,85,8,22,9,5,0
Piastri,McLaren,Barcelona,9,257.7482557492964,57,79,31,11,18,1
Albon,Williams,Montreal,12,198.95842381049786,43,84,35,10,12,1
Piastri,McLaren,Spielberg,19,195.83709864923324,66,44,32,1,16,1
Piastri,McLaren,Spa,25,290.6165616580004,27,65,13,7,11,1
Gasly,Alpine,Suzuka,19,155.25760721440628,68,15,18,9,8,0
Verstappen,Red Bull,Miami,12,203.5953545521847,10,82,30,7,7,0
Bortoleto,Sauber,Jeddah,0,263.3939550697225,70,37,10,4,19,0
Gasly,Alpine,Lusail,21,205.8477966887237,65,6,12,9,2,0
Hadjar,Racing Bulls,Suzuka,18,105.41984960193282,97,43,18,6,1,1
Leclerc,Ferrari,Baku,19,233.3875238727443,38,39,41,11,1,0
Colapinto,Alpine,Melbourne,27,156.28996806383415,70,69,20,10,8,1
Alonso,Aston Martin,Spa,6,271.3646136899128,50,18,41,11,18,1
Lawson,Racing Bulls,Abu Dhabi,21,150.1426701013044,34,88,14,10,5,0
Piastri,McLaren,Spielberg,11,348.42389536817745,75,44,1,0,15,0
Hulkenberg,Sauber,Spielberg,29,98.00383476010967,40,24,63,9,1,1
Hamilton,Ferrari,Jeddah,26,104.85828760184937,37,62,37,6,6,1
Sainz,Williams,Silverstone,12,197.5276842627683,68,99,60,11,12,1
Gasly,Alpine,Monaco,22,308.6862969096906,74,79,59,6,1,0
Bortoleto,Sauber,Monaco,28,270.8352621257822,45,80,20,1,9,0
Lawson,Racing Bulls,Imola,16,131.1683283785101,16,88,15,4,13,1
Russel,Mercedes,Abu Dhabi,1,162.2888147871351,91,49,51,11,3,0
Antonelli,Mercedes,Sao Paulo,19,64.38559196226815,55,20,1,8,12,1
Alonso,Aston Martin,Spielberg,16,232.9344713650179,44,50,5,5,5,0
Hulkenberg,Sauber,Lusail,21,57.478999809063104,57,40,22,0,13,1
Bearman,Haas,Sakhir,5,257.09235899190435,25,75,30,5,19,0
Colapinto,Alpine,Mexico City,2,114.793421764328,77,61,54,2,9,1
Hulkenberg,Sauber,Jeddah,24,268.5720334314904,48,55,54,0,10,0
Bortoleto,Sauber,Abu Dhabi,13,111.39101160251855,15,58,47,7,20,1
Bortoleto,Sauber,Budapest,20,242.1678207813286,68,23,57,11,1,0
Hulkenberg,Sauber,Imola,1,208.74612109214164,87,76,39,7,9,0
Alonso,Aston Martin,Monaco,17,281.77220704460206,86,3,20,0,9,0
Norris,McLaren,Las Vegas,29,117.47119627981235,76,50,51,8,9,1
Piastri,McLaren,Monza,27,252.44694569157855,56,5,24,9,8,1
Colapinto,Alpine,Sao Paulo,28,68.64184253720725,92,1,29,10,19,1
Hadjar,Racing Bulls,Melbourne,25,338.23848094468866,12,69,35,2,16,1
Tsunoda,Red Bull Racing,Monaco,27,190.6471283008771,86,89,52,7,4,1
Stroll,Aston Martin,Austin,8,57.46670500143395,91,66,41,9,12,1
Tsunoda,Red Bull Racing,Melbourne,17,301.14206930435387,67,57,35,6,20,1
Bortoleto,Sauber,Zandvoort,3,132.28698035620369,45,81,13,6,8,1
Gasly,Alpine,Barcelona,26,280.4912903933546,36,22,2,3,9,0
Verstappen,Red Bull,Spielberg,18,306.5008781664271,83,14,10,1,19,1
Hulkenberg,Sauber,Sakhir,17,250.22634109216622,57,69,20,6,14,1
Sainz,Williams,Baku,13,196.3551558288567,21,67,57,4,20,0
Hamilton,Ferrari,Montreal,15,177.99745715672296,11,5,16,1,19,0
Verstappen,Red Bull,Lusail,5,103.02813225804462,79,66,64,8,5,1
Russel,Mercedes,Imola,8,95.86804940666495,78,7,60,3,6,1
Bortoleto,Sauber,Suzuka,27,294.36747026555173,64,88,65,11,3,1
Bearman,Haas,Baku,2,286.3774208478156,10,67,1,0,8,0
Colapinto,Alpine,Sakhir,2,258.5617705118423,29,59,27,10,17,1
Hadjar,Racing Bulls,Budapest,19,146.62886175139388,37,88,21,5,11,1
Piastri,McLaren,Montreal,10,104.9287068567987,36,12,38,10,12,1
Hulkenberg,Sauber,Spa,15,168.73633080761147,82,76,6,4,15,0
Tsunoda,Red Bull Racing,Miami,4,308.51913128355733,73,39,8,11,12,1
Albon,Williams,Budapest,22,55.68225784032488,81,75,24,2,9,1
Lawson,Racing Bulls,Suzuka,13,52.69684238042799,92,21,36,10,8,1
Piastri,McLaren,Jeddah,13,295.8007320628316,29,32,44,0,17,0
Hamilton,Ferrari,Mexico City,23,186.74129384153727,76,17,65,2,20,1
Gasly,Alpine,Monza,2,277.4157961794654,20,56,10,8,8,0
Sainz,Williams,Lusail,22,307.499039667943,44,90,40,1,1,0
Ocon,Haas,Jeddah,19,75.91133410532163,15,96,11,9,20,1
Stroll,Aston Martin,Singapore,25,291.715554279633,90,64,50,9,18,1
Leclerc,Ferrari,Silverstone,11,154.61130959398653,19,16,54,10,7,0
Hulkenberg,Sauber,Mexico City,23,232.2648588965044,49,96,16,6,9,0
Colapinto,Alpine,Spielberg,2,263.94803954941096,46,0,28,9,2,0
Tsunoda,Red Bull Racing,Abu Dhabi,8,250.88447232130557,72,92,57,7,11,1
Bearman,Haas,Austin,6,329.36482076387875,6,57,26,4,16,0
Bortoleto,Sauber,Zandvoort,28,260.5478284106353,9,14,40,2,20,1
Russel,Mercedes,Spielberg,29,223.77547397950096,86,4,56,9,5,1
Antonelli,Mercedes,Spielberg,17,176.36953048449965,46,8,23,0,17,1
Hulkenberg,Sauber,Austin,22,232.6182502324429,37,61,8,6,9,0
Lawson,Racing Bulls,Sakhir,27,224.32973937884242,5,20,43,7,8,1
Alonso,Aston Martin,Silverstone,12,168.474043412159,60,50,17,2,9,0
Bearman,Haas,Montreal,18,341.33948875260484,8,3,57,10,6,0
Gasly,Alpine,Lusail,6,165.46131082689567,85,80,16,6,13,1
Hadjar,Racing Bulls,Austin,7,63.42859323630642,17,29,47,2,1,1
Antonelli,Mercedes,Budapest,17,138.72692605153094,94,83,43,2,7,1
Hadjar,Racing Bulls,Miami,0,150.85674723788608,68,73,60,11,19,1
Leclerc,Ferrari,Baku,27,122.09556340402776,75,21,33,4,2,1
Verstappen,Red Bull,Las Vegas,25,144.75759522255166,33,0,30,9,4,1
Leclerc,Ferrari,Zandvoort,10,121.78485796472704,59,6,7,10,10,1
Leclerc,Ferrari,Silverstone,10,115.78192193916503,0,0,17,11,5,1
Hadjar,Racing Bulls,Spa,20,302.3842294522277,63,2,43,10,11,1
Hamilton,Ferrari,Abu Dhabi,2,101.1968612661862,21,38,24,11,10,1
Leclerc,Ferrari,Budapest,28,276.86347339937697,4,63,62,9,18,1
Hadjar,Racing Bulls,Lusail,27,120.29580897576373,54,23,56,4,2,1
Tsunoda,Red Bull Racing,Monza,22,337.3680799530319,55,9,14,10,20,1
Lawson,Racing Bulls,Barcelona,18,318.9460719943676,93,1,5,3,19,1
Antonelli,Mercedes,Abu Dhabi,0,155.02388180003717,86,6,9,9,14,1
Hulkenberg,Sauber,Monaco,21,101.56524533862876,40,73,48,1,12,1
Norris,McLaren,Abu Dhabi,7,324.0467882864646,64,75,6,0,19,0
Alonso,Aston Martin,Monza,9,344.5098854668866,51,94,38,8,8,0
Antonelli,Mercedes,Barcelona,24,269.05242058383794,37,8,30,8,13,1
Leclerc,Ferrari,Silverstone,21,91.72765902433252,18,20,31,6,11,1
Gasly,Alpine,Monza,17,209.48604496610503,84,41,13,6,18,1
Gasly,Alpine,Montreal,22,179.5652565203391,40,16,10,5,5,0
Bearman,Haas,Silverstone,5,195.4104469893402,1,8,32,7,2,0
Tsunoda,Red Bull Racing,Budapest,11,84.72947968656594,72,93,13,8,14,1
Hadjar,Racing Bulls,Mexico City,7,111.25296055093243,77,36,9,8,2,1
Piastri,McLaren,Mexico City,22,265.4470963897289,55,48,18,7,17,1
Ocon,Haas,Spa,5,190.35404013960593,22,0,15,3,17,0
Alonso,Aston Martin,Barcelona,15,79.74153401553971,5,57,59,10,15,1
Leclerc,Ferrari,Miami,22,182.599790014332,1,2,1,3,17,1
Albon,Williams,Suzuka,19,257.171280093003,8,18,26,9,15,1
Alonso,Aston Martin,Barcelona,3,315.98688118768035,74,32,18,9,20,1
Tsunoda,Red Bull Racing,Budapest,11,152.67240754134497,7,7,21,5,3,0
Ocon,Haas,Shanghai,1,234.97813631214964,13,64,33,1,14,0
Hadjar,Racing Bulls,Jeddah,23,188.5231054099943,30,33,46,5,3,0
Leclerc,Ferrari,Sakhir,2,259.7995838930765,73,43,64,0,5,0
Piastri,McLaren,Imola,27,144.68971386190827,65,26,22,9,8,1
Russel,Mercedes,Singapore,24,292.69692302552903,38,34,19,1,10,0
Lawson,Racing Bulls,Lusail,6,260.5686748186951,11,98,1,10,7,0
Russel,Mercedes,Abu Dhabi,14,68.73599932412192,23,10,15,2,17,1
Albon,Williams,Silverstone,13,160.67644548303232,57,69,11,0,15,0
Hadjar,Racing Bulls,Jeddah,8,253.6994078574835,69,87,55,2,15,0
Antonelli,Mercedes,Imola,25,321.2868470655028,6,67,10,8,9,1
Hamilton,Ferrari,Barcelona,28,284.23835613902827,3,38,28,6,4,1
Verstappen,Red Bull,Monaco,25,198.18514849492368,73,56,8,9,13,1
Sainz,Williams,Austin,23,98.93843000299721,9,25,55,3,8,1
Hadjar,Racing Bulls,Sao Paulo,5,184.63675749370674,34,33,3,8,9,0
Gasly,Alpine,Barcelona,12,93.41351353118681,43,17,65,2,11,1
Norris,McLaren,Spa,21,258.01281949676223,34,26,56,9,11,1
Lawson,Racing Bulls,Abu Dhabi,7,219.42962506838734,48,96,36,2,6,0
Bearman,Haas,Suzuka,6,56.867122337445366,91,58,23,11,3,1
Bortoleto,Sauber,Shanghai,7,334.03463153112386,40,61,34,0,14,0
Tsunoda,Red Bull Racing,Silverstone,16,91.70558264908804,82,55,26,8,9,1
Hulkenberg,Sauber,Singapore,21,156.50980598615985,2,56,21,3,12,1
Bortoleto,Sauber,Shanghai,27,276.96611624974247,1,55,14,11,20,1
Bearman,Haas,Abu Dhabi,14,248.05984384278773,18,23,62,0,15,0
Ocon,Haas,Lusail,19,338.8546840371032,88,51,61,9,13,1
Hadjar,Racing Bulls,Sao Paulo,17,157.24526087511111,30,74,5,7,5,0
Sainz,Williams,Melbourne,8,150.3516079785429,34,30,40,0,14,0
Hamilton,Ferrari,Spa,4,152.78424262087717,30,82,36,0,3,0
Russel,Mercedes,Budapest,0,160.7636879374072,68,17,58,4,9,0
Colapinto,Alpine,Miami,7,254.76494932691682,68,66,32,2,10,0
Piastri,McLaren,Baku,13,246.67931297877408,16,86,1,4,13,0
Hamilton,Ferrari,Shanghai,3,81.54804380993386,94,56,22,9,14,1
Hamilton,Ferrari,Spielberg,4,127.86932699831117,31,45,35,10,8,1
Tsunoda,Red Bull Racing,Montreal,25,138.227835976685,33,82,26,1,4,1
Piastri,McLaren,Lusail,13,166.34274476259475,11,2,23,10,9,0
Piastri,McLaren,Shanghai,19,300.17248628445947,92,70,65,1,20,1
Sainz,Williams,Imola,7,346.63122724723365,69,37,31,4,11,0
Lawson,Racing Bulls,Spielberg,27,182.4996419428544,36,64,14,0,5,0
Norris,McLaren,Melbourne,20,158.25682025486836,74,99,59,3,2,0
Piastri,McLaren,Singapore,5,93.64865015403238,68,88,51,8,16,1
Bortoleto,Sauber,Imola,6,180.11263955051044,64,86,23,2,6,0
Verstappen,Red Bull,Barcelona,21,292.9396754452456,40,85,41,9,7,0
Colapinto,Alpine,Sakhir,27,215.58262321632174,6,55,59,10,9,1
Alonso,Aston Martin,Suzuka,28,276.5342558996147,32,60,47,6,13,1
Gasly,Alpine,Baku,5,101.60648161946243,89,36,51,8,13,1
Hadjar,Racing Bulls,Silverstone,8,123.65930755266604,79,51,53,3,12,1
Stroll,Aston Martin,Spa,19,243.3615575124157,18,28,37,2,17,1
Bortoleto,Sauber,Monza,23,291.59829945793194,61,75,34,7,13,1
Gasly,Alpine,Zandvoort,4,287.373621309715,72,70,63,6,8,0
Verstappen,Red Bull,Sakhir,16,307.7831727641791,73,43,32,7,4,0
Hadjar,Racing Bulls,Mexico City,6,266.7100096887975,60,58,45,7,18,1
Hulkenberg,Sauber,Montreal,1,193.6530070555797,76,89,43,2,18,0
Albon,Williams,Abu Dhabi,26,156.07995815955394,50,80,29,3,5,0
Hamilton,Ferrari,Sakhir,21,236.5194719406587,43,73,19,4,9,0
Ocon,Haas,Zandvoort,5,236.5611386507864,76,82,59,5,9,0
Bearman,Haas,Monza,27,319.50766106218015,15,95,49,6,1,1
Hulkenberg,Sauber,Silverstone,27,246.62257309498202,31,51,36,1,20,1
Bortoleto,Sauber,Spielberg,29,197.35076676109088,58,8,6,6,5,1
Tsunoda,Red Bull Racing,Monza,10,55.13879604437064,93,29,63,4,3,1
Albon,Williams,Sao Paulo,27,285.8163822507278,92,8,8,5,15,1
Russel,Mercedes,Sakhir,15,251.32177067453105,58,41,36,8,13,1
Hulkenberg,Sauber,Miami,25,66.75111030093508,26,9,42,6,11,1
Gasly,Alpine,Sakhir,13,202.1686964279018,99,42,8,4,18,0
Alonso,Aston Martin,Singapore,25,113.32596975981923,7,71,60,7,19,1
Antonelli,Mercedes,Austin,11,267.842590831345,25,30,65,2,12,0
Stroll,Aston Martin,Jeddah,18,207.14923710805152,13,55,6,8,1,0
Sainz,Williams,Silverstone,17,311.8595565252488,34,16,5,8,6,0
Norris,McLaren,Austin,4,254.67042806099113,74,94,19,1,2,0
Stroll,Aston Martin,Sao Paulo,5,251.63516364318303,61,28,42,11,5,0
Bearman,Haas,Spa,20,145.30414365433404,88,27,24,3,2,1
Alonso,Aston Martin,Zandvoort,27,269.7872411751708,65,65,38,2,8,0
Ocon,Haas,Miami,6,94.54388001845516,18,84,60,5,6,1
Leclerc,Ferrari,Montreal,18,122.47197828851465,78,22,45,7,20,1
Norris,McLaren,Spielberg,5,153.61026355732926,25,15,20,1,9,0
Albon,Williams,Montreal,13,175.03772073478459,66,32,38,4,13,0
Alonso,Aston Martin,Shanghai,17,106.92490148187883,18,64,9,5,11,1
Ocon,Haas,Sao Paulo,0,66.19566445151096,71,58,55,5,15,1
Colapinto,Alpine,Melbourne,26,233.09551566861174,36,1,49,8,13,1
Tsunoda,Red Bull Racing,Miami,29,112.90469364101486,40,98,18,0,7,1
Russel,Mercedes,Miami,8,233.460947044229,1,28,5,2,8,0
Tsunoda,Red Bull Racing,Barcelona,10,349.6108250557019,52,9,50,1,20,0
Tsunoda,Red Bull Racing,Montreal,22,250.53845269028378,85,31,6,5,11,1
Alonso,Aston Martin,Baku,3,265.2861117493153,95,16,21,7,10,0
Piastri,McLaren,Barcelona,13,59.92097398238032,40,63,50,7,4,1
Ocon,Haas,Mexico City,22,306.3247371727926,49,21,31,10,4,0
Bearman,Haas,Las Vegas,24,266.9836258454067,56,38,3,3,16,1
Piastri,McLaren,Abu Dhabi,24,84.57313018122831,14,70,52,11,19,1
Ocon,Haas,Mexico City,16,216.86680030080626,79,84,44,1,16,1
Albon,Williams,Sao Paulo,5,242.35823474267363,63,12,29,5,18,0
Hadjar,Racing Bulls,Silverstone,15,212.9421820289334,96,4,64,3,4,0
Antonelli,Mercedes,Sakhir,21,70.03584430645158,40,3,23,0,14,1
Stroll,Aston Martin,Suzuka,24,61.009724202798346,95,40,6,11,11,1
Hadjar,Racing Bulls,Suzuka,10,61.120672554640656,7,18,55,6,19,1
Colapinto,Alpine,Silverstone,21,337.95950363379075,14,66,9,0,13,1
Alonso,Aston Martin,Abu Dhabi,24,319.293056564757,47,25,39,5,5,0
Russel,Mercedes,Shanghai,21,231.62510107807017,61,71,59,9,17,1
Hamilton,Ferrari,Silverstone,18,124.67958070933878,38,33,50,8,2,1
Hamilton,Ferrari,Jeddah,17,200.4255329962997,60,9,3,5,10,0
Albon,Williams,Miami,11,191.97530789490895,82,98,58,3,13,0
Leclerc,Ferrari,Monaco,8,68.20294745275609,38,77,28,5,6,1
Russel,Mercedes,Austin,9,183.33779229810145,26,74,43,11,10,0
Albon,Williams,Spielberg,23,203.70536274108926,64,49,43,10,5,0
Bearman,Haas,Barcelona,25,53.00801822279626,74,24,52,10,9,1
Colapinto,Alpine,Miami,14,228.46072912600042,83,82,20,10,1,0
Gasly,Alpine,Baku,28,211.68459774386866,31,71,19,10,17,1
Bortoleto,Sauber,Miami,11,210.36164240124668,99,99,16,2,19,0
Hadjar,Racing Bulls,Sakhir,14,209.90027882128507,26,73,44,5,9,0
Ocon,Haas,Montreal,1,272.0533882753046,75,89,2,11,11,1
Piastri,McLaren,Baku,0,138.24043390788157,91,41,21,6,9,1
Sainz,Williams,Miami,15,285.3428569890065,1,67,58,4,14,1
Lawson,Racing Bulls,Shanghai,3,82.03812828530084,3,21,20,7,4,1
Colapinto,Alpine,Baku,23,323.2074649952885,61,73,15,4,8,0
Tsunoda,Red Bull Racing,Spielberg,8,329.5661818494982,25,47,64,11,11,1
Tsunoda,Red Bull Racing,Montreal,8,96.76849762643093,74,33,41,1,17,1
Russel,Mercedes,Lusail,26,128.53609745510062,75,74,43,6,1,1
Hulkenberg,Sauber,Monza,25,243.14044407816834,91,35,41,10,17,1
Russel,Mercedes,Silverstone,12,115.54063340099137,0,13,57,1,6,1
Lawson,Racing Bulls,Zandvoort,10,329.31172228690787,66,14,28,8,20,1
Verstappen,Red Bull,Shanghai,2,187.95691929322572,39,5,13,2,15,0
Hadjar,Racing Bulls,Las Vegas,13,160.59639188877924,79,91,25,0,20,0
