pilot_name,team_name,track_city,dnf_percent,avg_speed,wins_count,number_of_overtaking_last_year,driver_salary_mln,collision
1,1,8,5,313.9091558246537,80,99,32,0
15,15,13,26,174.872123684474,89,58,25,0
4,5,18,29,65.76768802365812,63,47,12,1
14,15,22,22,176.95953189637555,32,33,41,0
9,9,17,23,169.75481213603751,93,15,29,0
11,11,23,29,343.28492790375174,78,56,25,0
10,11,22,3,290.1208350531686,9,79,58,0
17,17,10,22,71.53183008035316,83,98,50,1
8,9,10,5,294.45710097527945,18,22,53,0
10,11,7,27,343.1195495787922,88,71,32,0
6,7,1,23,160.3751255045553,14,59,39,0
19,19,23,15,268.8665458877764,91,75,40,0
17,17,4,28,335.74443914842396,71,84,25,0
14,15,17,2,80.43156284438471,48,21,50,1
2,3,6,4,158.48479435972948,74,96,42,0
0,0,19,1,70.4281404514132,11,66,47,1
2,3,10,26,245.4123646594888,49,83,47,0
4,5,21,3,302.31861344435544,17,81,4,0
16,17,5,20,117.46557814114976,12,69,52,1
4,5,1,0,152.67735565405314,14,49,33,0
5,5,12,19,154.33101161165237,71,62,15,0
8,9,1,25,248.3271091663616,39,9,19,0
12,13,4,17,228.6515138273978,44,20,23,0
2,3,6,3,313.5630404975641,23,82,48,0
6,7,9,0,136.74856039616492,94,92,63,1
15,15,7,11,260.5881387050945,0,98,41,0
3,3,2,16,68.3097035430513,23,66,8,1
1,1,1,16,309.87119716151653,16,71,46,0
10,11,21,5,163.14435592141746,94,33,36,0
11,11,5,24,334.0808541735074,37,82,21,0
19,19,0,0,304.6254073757035,21,77,24,0
5,5,21,13,232.123807325698,10,88,57,0
7,7,10,2,335.00617654623693,35,37,21,0
1,1,16,9,281.7923471415113,73,66,16,0
6,7,6,8,266.7075111153367,34,41,26,0
16,17,6,0,66.24624178605546,53,73,18,1
6,7,21,22,249.04199257873253,0,22,61,0
14,15,10,20,79.43388692726168,52,98,56,1
11,11,2,22,112.22538940193752,84,68,3,1
2,3,21,25,71.77612245790189,99,22,31,1
14,15,9,0,345.8180034382664,64,70,36,0
13,13,3,16,168.64737043953102,35,34,25,0
16,17,22,5,161.8339142299202,59,22,12,0
19,19,15,3,165.83527728397607,98,15,42,0
7,7,22,14,69.5380031715386,47,42,14,1
0,0,13,22,83.95996736549556,56,51,60,1
4,5,8,3,219.3985591388494,79,20,4,0
11,11,0,8,155.2005341601666,54,38,46,0
12,13,6,9,279.153578797477,7,52,26,0
9,9,9,12,203.36808482335357,65,91,54,0
17,17,16,12,238.8228643178875,22,5,22,0
3,3,13,19,306.2896688218537,63,72,12,0
13,13,12,13,57.10905263841464,73,14,38,1
3,3,5,17,288.2544106702105,33,11,49,0
6,7,10,1,188.39371963420507,79,6,22,0
11,11,19,2,189.6610806795887,67,11,36,0
19,19,18,28,188.7754101481727,98,81,38,0
0,0,16,21,54.962626299265814,32,19,39,1
16,17,13,6,238.43083741165248,17,18,59,0
1,1,16,4,282.4936717874652,25,62,51,0
14,15,13,26,326.2636517268959,4,83,39,1
0,0,6,22,161.09075734493842,6,33,36,0
8,9,8,24,53.52367611174928,75,2,47,1
5,5,9,27,133.2313217583723,7,14,7,1
19,19,12,17,324.5266907173355,75,31,21,0
18,19,3,20,318.71185996534354,48,96,25,0
17,17,18,5,52.73598174227357,84,27,5,1
3,3,13,10,113.18971756941332,89,32,47,1
1,1,10,24,144.3917732749073,18,13,5,1
7,7,19,3,237.14400743321525,4,33,29,0
11,11,5,27,331.04366846848865,87,9,17,0
18,19,8,22,60.95663329039306,60,61,3,1
2,3,22,29,290.1309084037689,36,81,24,0
18,19,13,11,206.9929222610938,29,55,54,0
15,15,7,12,50.437887895521605,62,26,60,1
1,1,19,29,312.28078367730507,99,66,59,0
10,11,6,8,220.74430655238712,53,96,1,0
5,5,9,13,324.4392724351069,83,71,37,0
0,0,16,12,307.4165677453162,69,28,27,0
6,7,14,11,82.62278507222818,47,97,21,1
1,1,13,9,252.25573126560909,49,68,29,0
7,7,16,14,203.40693637930696,73,33,11,0
17,17,9,16,249.33681905159764,80,35,14,0
7,7,14,28,337.2806554387911,9,44,10,0
10,11,7,7,53.64633205715344,18,94,10,1
9,9,5,2,213.89557233953977,11,0,61,0
11,11,10,1,152.7680972006388,37,63,43,0
18,19,3,6,175.52142741829965,3,46,44,0
14,15,0,10,199.67547636547937,86,61,56,0
0,0,14,16,178.46944610225543,39,84,16,0
16,17,19,3,137.09545104800003,22,8,58,1
6,7,12,20,152.9561845092182,31,61,25,0
8,9,1,27,299.96553879415063,80,96,61,0
1,1,14,3,101.53433710031698,30,71,48,1
14,15,14,22,104.46390588572189,95,99,31,1
1,1,13,13,326.4615596320982,6,60,64,0
8,9,7,7,99.18281829354667,7,2,52,1
7,7,10,14,144.52721837082322,85,1,58,1
8,9,14,20,317.7933389698001,62,42,21,0
15,15,15,11,147.8822213183589,38,27,65,1
11,11,3,14,183.36517802099056,54,23,13,0
16,17,1,23,131.58852152807043,84,50,58,1
10,11,19,17,140.37842024897452,70,98,53,1
2,3,13,1,245.4725661082408,36,48,64,0
7,7,0,25,151.884527907797,87,63,61,0
11,11,12,25,55.56789920492945,86,97,27,1
5,5,23,20,307.14103118615037,11,11,26,0
4,5,18,21,104.42783369257698,30,89,33,1
12,13,12,16,118.77167989157836,79,65,49,1
13,13,5,7,132.69644180951104,94,19,43,1
12,13,4,15,192.16285736061388,89,64,54,0
18,19,7,27,146.05956550324413,62,75,48,1
1,1,16,6,337.8648574419211,41,86,54,0
2,3,12,5,308.72989132819737,97,97,28,0
9,9,6,2,139.7507340017945,55,7,18,1
13,13,2,23,126.71188135859424,88,77,50,1
7,7,19,10,124.36086114866904,4,48,15,1
4,5,2,6,247.5570913659215,40,43,20,0
6,7,10,5,156.66825107100073,73,18,43,0
7,7,1,14,309.59506942635767,9,13,32,0
4,5,14,10,280.7960528244427,7,73,49,0
7,7,5,20,230.02173000094945,18,55,58,0
16,17,23,21,262.04050937800116,18,68,50,0
11,11,3,8,271.72888118608944,17,27,53,0
8,9,10,18,73.14880765614836,49,20,7,1
7,7,1,17,188.9076448462857,57,62,26,0
10,11,7,23,90.2786439255835,4,32,23,1
10,11,4,11,111.0172722697016,79,75,9,1
2,3,18,11,274.0342208824314,58,43,65,0
19,19,10,18,117.54980297965372,86,45,59,1
7,7,19,13,237.2517570265852,38,56,38,0
4,5,20,10,316.8468514832743,35,58,12,0
10,11,9,16,78.27561186337591,20,0,60,1
11,11,3,16,189.82110092414837,79,28,54,0
4,5,13,22,320.67062347938486,27,92,16,0
9,9,16,8,201.97962480529483,76,63,61,0
6,7,1,21,227.0018411675073,42,75,6,0
11,11,12,20,123.64477718728092,42,33,23,1
3,3,5,15,316.86875262117746,95,20,35,0
14,15,15,0,208.67708381845284,63,65,24,0
2,3,0,12,220.89238975536992,57,45,64,0
4,5,5,21,311.6204499286474,89,22,24,0
13,13,7,0,285.5485432023989,29,56,51,0
16,17,23,13,136.99790003692564,98,84,14,1
18,19,16,27,286.68476153927895,91,64,47,0
19,19,21,9,155.01325588531816,34,87,30,0
10,11,14,7,278.9445166112362,82,51,12,0
7,7,8,1,293.8710409436038,57,89,65,0
2,3,13,0,334.4286734529584,13,88,41,0
1,1,5,21,228.8126156499656,37,30,25,0
3,3,7,16,155.60032928098653,60,23,5,0
9,9,22,27,199.19046018145497,82,52,55,0
5,5,16,1,341.19648781266545,60,19,46,0
6,7,6,11,139.545488462092,60,8,63,1
7,7,22,28,305.46155982415615,31,99,28,0
12,13,10,11,83.3668389239522,33,60,15,1
0,0,13,1,71.51315050028445,72,22,11,1
0,0,10,17,205.72253182929015,6,29,2,0
13,13,0,26,121.37090853286556,98,22,28,1
10,11,3,10,117.43318621178696,3,39,7,1
15,15,15,25,230.40629586031625,74,93,15,0
7,7,23,28,160.198233115038,20,95,29,0
6,7,6,8,65.04337095917171,70,9,57,1
16,17,20,12,129.8891448300985,65,30,52,1
12,13,21,6,126.9060171853115,31,65,20,1
16,17,9,22,243.61477605883255,78,92,31,0
1,1,21,19,147.99521876381303,53,13,32,1
13,13,11,21,141.52435316050045,60,34,6,1
9,9,14,25,293.84720676893113,3,58,13,0
6,7,9,13,63.715901411931654,64,9,56,1
0,0,14,18,238.18668314457383,87,50,10,0
8,9,1,10,290.6772457859577,2,58,60,0
6,7,2,14,63.34947366833104,91,15,41,1
0,0,8,5,114.18136211432233,11,51,42,1
10,11,20,2,176.1506436457353,76,22,52,0
11,11,21,7,206.15834540936515,60,30,19,0
13,13,15,29,252.98830476905968,78,11,8,0
0,0,23,20,102.20496108237973,45,29,36,1
1,1,11,8,214.74147815640245,62,61,56,0
13,13,4,23,183.14271202475535,53,68,25,0
3,3,23,7,171.22516553055647,92,43,35,0
3,3,20,5,191.2624945636474,13,25,59,0
0,0,10,5,331.33657844943474,80,71,55,0
13,13,12,22,207.1368237074656,71,81,11,0
12,13,16,18,99.29632756874472,9,75,4,1
8,9,16,2,113.69306917307512,50,87,55,1
14,15,10,1,349.26693562733755,14,90,51,0
7,7,5,2,281.50325096789595,6,6,40,0
8,9,18,23,65.56966128767479,70,1,64,1
1,1,12,10,271.2367745649339,72,12,44,0
7,7,2,17,240.90445170792032,30,93,51,0
19,19,13,4,80.68583141895706,75,78,48,1
9,9,0,4,245.4890320548627,76,28,33,0
11,11,21,24,285.56457860145866,8,17,31,0
19,19,17,12,263.8620334515777,77,6,9,0
3,3,20,29,86.6561774752543,12,78,36,1
18,19,9,4,274.1948246381495,80,33,7,0
14,15,2,20,124.58523572962469,47,11,31,1
2,3,21,15,342.9802676524967,74,34,19,0
16,17,13,7,183.63688591558903,25,87,44,0
18,19,11,20,304.3261941379268,19,2,65,0
6,7,10,20,267.2398652001205,83,23,28,0
7,7,13,2,139.46770575822265,31,57,44,1
0,0,15,26,201.86077990566488,46,42,14,0
5,5,18,1,124.564984298705,3,97,2,1
2,3,12,7,121.81598289649854,15,59,32,1
17,17,15,10,126.49524403836608,44,85,64,1
16,17,17,4,323.18751602826114,96,26,3,0
9,9,2,11,201.4477426897726,42,22,52,0
7,7,5,9,260.37686051027987,5,25,21,0
19,19,15,8,92.75827850806976,32,99,30,1
7,7,19,26,243.22196207460811,36,5,11,0
19,19,6,1,56.54929054330555,60,41,59,1
17,17,7,24,92.23284087414255,52,5,55,1
9,9,23,7,105.26413674774926,96,78,52,1
2,3,14,18,160.71139094440682,33,23,61,0
18,19,14,22,317.30104087367476,69,51,47,0
16,17,4,19,115.53516226823892,56,89,2,1
5,5,11,16,236.4798887014938,79,4,33,0
17,17,10,8,207.93503814573288,37,61,27,0
9,9,8,15,186.1930051944236,12,54,32,0
16,17,5,7,182.09694058643743,88,1,35,0
7,7,2,21,50.37293026627648,47,0,1,1
8,9,12,10,143.66204994607642,9,60,27,1
13,13,0,29,334.46700052854857,71,56,2,0
11,11,17,5,288.8329193729535,51,13,26,0
17,17,20,24,124.91170653264244,49,13,48,1
1,1,7,7,188.73879745062163,54,31,3,0
6,7,7,11,216.97939960987773,75,5,9,0
19,19,0,16,104.23269743587572,97,29,53,1
4,5,11,9,62.529560117489034,25,20,63,1
18,19,4,23,312.18348217622724,52,44,24,0
19,19,9,22,159.70336355344472,48,54,56,0
16,17,14,22,344.7644478135208,6,40,1,0
0,0,19,23,315.5623549382985,69,76,64,0
18,19,20,19,231.3419258500379,95,61,15,0
8,9,10,18,137.71920532253927,26,63,6,1
6,7,2,22,75.96757817465007,74,4,57,1
2,3,0,21,208.07963375750808,30,36,44,0
4,5,8,20,303.05473198347624,17,31,41,0
13,13,5,15,237.15855608275487,4,6,25,0
1,1,6,14,114.41088217405492,16,49,24,1
18,19,21,15,224.02023314308624,92,44,32,0
11,11,1,17,147.96762611949072,38,71,8,1
0,0,21,11,312.1887223384702,92,23,21,0
11,11,7,3,229.8838051051959,76,92,25,0
17,17,17,19,52.143954615205466,13,17,34,1
19,19,2,29,217.01683419352855,16,19,23,0
3,3,13,28,296.5317123346598,46,43,44,0
14,15,8,12,265.63663910247334,92,19,17,0
6,7,12,5,65.58649871541755,38,90,6,1
16,17,11,25,82.85852119438671,64,30,15,1
10,11,10,24,246.14992369873025,80,53,39,0
12,13,14,21,140.3140622181791,92,42,5,1
3,3,0,18,190.87771000974945,26,79,8,0
3,3,20,22,63.80063887111586,60,12,2,1
18,19,20,21,140.3071109074715,22,22,35,1
0,0,6,14,155.2541278650498,61,72,1,0
4,5,17,17,259.00442605313145,76,86,25,0
4,5,3,5,252.91409119375265,4,58,37,0
4,5,5,15,191.45223120930143,77,67,28,0
0,0,6,19,66.29286630191952,10,73,15,1
15,15,23,15,118.33636742741666,99,54,49,1
8,9,22,13,160.56523062453263,3,79,13,0
11,11,9,6,292.6891893066914,17,52,32,0
17,17,8,5,70.13820058477286,59,21,19,1
7,7,19,8,337.6887918191356,21,31,41,0
1,1,7,20,172.75455319463703,46,56,17,0
18,19,22,10,240.0529078185428,47,89,8,0
6,7,21,20,299.61460731404935,58,63,55,0
18,19,20,14,101.75576023672689,33,55,14,1
6,7,11,15,55.95413514754879,53,17,56,1
0,0,3,28,134.23331804151516,43,13,53,1
6,7,20,16,248.2770477834768,45,57,63,0
5,5,23,25,272.5842215098179,36,87,2,0
13,13,12,28,70.07816714966049,28,50,33,1
2,3,4,10,228.6458504724719,56,61,26,0
2,3,13,8,302.1327870386646,5,94,56,0
1,1,11,14,308.4340694293219,31,93,52,0
18,19,7,8,112.34630047965686,4,57,38,1
17,17,8,6,95.81092444209604,1,88,37,1
16,17,15,22,192.38580748392536,85,34,56,0
4,5,2,17,147.58566686117476,51,29,58,1
2,3,12,7,222.2340078237271,67,12,44,0
3,3,11,13,125.1617000069037,86,37,54,1
6,7,10,26,201.50550160184585,17,70,9,0
1,1,21,1,243.60982397909697,23,5,17,0
19,19,21,6,264.9634330749255,75,35,24,0
18,19,14,28,129.16275961713188,46,72,47,1
9,9,9,9,222.63628747414657,25,84,34,0
16,17,6,23,273.88031840220947,5,54,38,0
14,15,23,24,116.22109970579366,16,79,34,1
0,0,21,0,299.0337721533893,61,56,53,0
12,13,0,28,204.70489447885257,14,45,20,0
12,13,3,5,306.28975127693286,72,16,49,0
1,1,23,26,211.83320127534196,12,5,20,0
4,5,14,7,309.7638326250595,25,11,22,0
13,13,6,7,266.01467213045845,62,68,56,0
17,17,23,26,146.13167610509296,92,44,16,1
19,19,11,21,336.94646144165677,40,42,55,0
16,17,9,3,260.57147011256177,45,7,34,0
7,7,9,17,270.86755792944996,39,16,15,0
10,11,2,23,55.57880945344817,80,77,15,1
18,19,4,0,218.2244405640536,69,24,12,0
1,1,23,22,164.45611345039694,56,4,61,0
12,13,14,8,248.80901916159127,5,6,56,0
2,3,12,4,320.2962255950247,20,20,56,0
4,5,10,25,135.97601899649507,94,9,36,1
